NO_OF_SAMPLES	691
FREQUENCY	200
TIME_STAMP	2022-09-29, 11:03:54	6867.40290917
FIRST_SAMPLE	59
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Force-plate 2
FORCE_PLATE_CORNER_POSX_POSY_X	517.924011
FORCE_PLATE_CORNER_POSX_POSY_Y	474.072998
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	519.979004
FORCE_PLATE_CORNER_NEGX_POSY_Y	17.014200
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	17.079901
FORCE_PLATE_CORNER_NEGX_NEGY_Y	17.752501
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	16.074800
FORCE_PLATE_CORNER_POSX_NEGY_Y	475.464996
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_LENGTH	508.000000
FORCE_PLATE_WIDTH	463.550000
Sample	Time	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
59	0.29000	1.375715	1.059823	587.390638	3.865166	-10.354195	0.197518	17.101650	6.152221	0.000000	
60	0.29500	1.238329	1.014183	586.853475	3.892086	-10.326643	0.193220	17.080146	6.207171	0.000000	
61	0.30000	1.237800	1.128118	586.584341	3.928543	-10.353721	0.206975	17.134379	6.264538	0.000000	
62	0.30500	1.328437	1.196890	586.494571	3.946712	-10.316874	0.192913	17.068039	6.291825	0.000000	
63	0.31000	1.306235	1.219291	586.583617	3.983161	-10.344139	0.206772	17.113383	6.351421	0.000000	
64	0.31500	1.259003	1.333799	586.045468	4.010482	-10.352698	0.188432	17.147334	6.396358	0.000000	
65	0.32000	1.305428	1.310823	586.224125	4.065083	-10.379726	0.197557	17.184904	6.489012	0.000000	
66	0.32500	1.328212	1.356424	586.223649	4.092436	-10.388602	0.197492	17.198499	6.532556	0.000000	
67	0.33000	1.304226	1.448079	585.864449	4.128858	-10.387992	0.174512	17.209910	6.592669	0.000000	
68	0.33500	1.327257	1.402431	585.865085	4.119734	-10.415515	0.192884	17.255291	6.580215	0.000000	
69	0.34000	1.327123	1.470876	585.684667	4.210770	-10.460311	0.192886	17.337235	6.733096	0.000000	
70	0.34500	1.396264	1.447961	585.953275	4.228946	-10.441996	0.192732	17.293097	6.762435	0.000000	
71	0.35000	1.487241	1.448443	585.952848	4.265406	-10.468812	0.183346	17.332643	6.824632	0.000000	
72	0.35500	1.509120	1.585274	585.684385	4.247298	-10.468930	0.197017	17.339489	6.787630	0.000000	
73	0.36000	1.465573	1.516218	586.399280	4.302081	-10.496128	0.188007	17.367184	6.877069	0.000000	
74	0.36500	1.465593	1.652890	586.576796	4.338807	-10.523149	0.178786	17.407863	6.928140	0.000000	
75	0.37000	1.464978	1.675859	586.218700	4.365910	-10.504612	0.178751	17.387180	6.977250	0.000000	
76	0.37500	1.648317	1.562386	586.845511	4.366087	-10.522610	0.160020	17.386278	6.977481	0.000000	
77	0.38000	1.510866	1.653324	586.396898	4.411485	-10.522312	0.160287	17.408810	7.054286	0.000000	
78	0.38500	1.465361	1.653233	586.396418	4.429612	-10.494812	0.146584	17.365041	7.085210	0.000000	
79	0.39000	1.625958	1.744228	586.932937	4.466312	-10.512837	0.155402	17.368503	7.134715	0.000000	
80	0.39500	1.512936	1.584119	586.843963	4.493266	-10.522083	0.174125	17.394686	7.192731	0.000000	
81	0.40000	1.603596	1.584636	586.754658	4.493237	-10.512712	0.164708	17.375228	7.193794	0.000000	
82	0.40500	1.512339	1.721092	586.932250	4.493532	-10.503625	0.146479	17.360598	7.182682	0.000000	
83	0.41000	1.557888	1.630111	586.754187	4.493318	-10.512731	0.160199	17.378400	7.190829	0.000000	
84	0.41500	1.604307	1.788878	586.932763	4.538781	-10.448911	0.178376	17.261073	7.255134	0.000000	
85	0.42000	1.378382	1.650828	587.469884	4.511392	-10.413270	0.178959	17.199662	7.210986	0.000000	
86	0.42500	1.355437	1.605432	587.559555	4.475016	-10.395201	0.160632	17.167786	7.151021	0.000000	
87	0.43000	1.492210	1.332899	587.650847	4.429236	-10.376916	0.137427	17.124595	7.090564	0.000000	
88	0.43500	1.468899	1.333115	587.381990	4.456353	-10.349205	0.123660	17.087047	7.140122	0.000000	
89	0.44000	1.470441	1.309449	587.740524	4.465383	-10.331383	0.151251	17.045931	7.152531	0.000000	
90	0.44500	1.422324	1.310480	586.935597	4.401572	-10.340509	0.137541	17.088740	7.054037	0.000000	
91	0.45000	1.423976	1.400489	587.562411	4.374381	-10.268348	0.155861	16.947122	6.993707	0.000000	
92	0.45500	1.423089	1.287160	587.115499	4.374126	-10.286317	0.151307	16.991017	7.006613	0.000000	
93	0.46000	1.424374	1.036480	587.563817	4.355774	-10.277346	0.133031	16.962367	6.986885	0.000000	
94	0.46500	1.490807	1.037457	587.028014	4.282888	-10.268372	0.128244	16.958415	6.869358	0.000000	
95	0.47000	1.354582	1.150632	587.116054	4.328526	-10.277446	0.133127	16.980573	6.938271	0.000000	
96	0.47500	1.309398	0.922738	586.938266	4.327992	-10.231901	0.128689	16.911339	6.955153	0.000000	
97	0.48000	1.354673	0.923025	586.938501	4.309794	-10.213661	0.119374	16.877161	6.924125	0.000000	
98	0.48500	1.355124	0.922689	587.118126	4.273486	-10.223279	0.137774	16.888216	6.860080	0.000000	
99	0.49000	1.356370	0.967481	587.565768	4.264423	-10.169023	0.146926	16.782595	6.836098	0.000000	
100	0.49500	1.218591	0.808440	587.118702	4.227801	-10.187305	0.128919	16.836260	6.790071	0.000000	
101	0.50000	1.242105	0.876514	587.565606	4.228078	-10.187407	0.124258	16.821692	6.780457	0.000000	
102	0.50500	1.309876	0.854276	587.386748	4.236966	-10.132326	0.101076	16.728544	6.799280	0.000000	
103	0.51000	1.172847	0.899552	587.386440	4.191663	-10.151044	0.101390	16.769781	6.719065	0.000000	
104	0.51500	1.332273	0.831774	587.387294	4.191521	-10.132558	0.096434	16.727392	6.723444	0.000000	
105	0.52000	1.217339	0.741106	587.028993	4.182333	-10.159705	0.073760	16.791968	6.718312	0.000000	
106	0.52500	1.103693	0.717883	587.118517	4.155001	-10.132754	0.069422	16.751205	6.672266	0.000000	
107	0.53000	1.194461	0.422622	586.941460	4.109148	-10.141822	0.055537	16.765632	6.616453	0.000000	
108	0.53500	1.171597	0.309096	586.851372	4.154492	-10.150322	0.028060	16.784319	6.702553	0.000000	
109	0.54000	1.216681	0.423244	587.030274	4.100258	-10.159750	0.023322	16.792052	6.600213	0.000000	
110	0.54500	1.125970	0.604635	586.939451	4.173072	-10.150484	0.046438	16.785131	6.712944	0.000000	
111	0.55000	1.307376	0.673643	586.492337	4.218413	-10.159000	0.064361	16.800365	6.790919	0.000000	
112	0.55500	1.193809	0.741528	586.580423	4.264000	-10.158797	0.055411	16.805200	6.862917	0.000000	
113	0.56000	1.215902	0.764460	585.954020	4.327405	-10.185651	0.082927	16.867945	6.977271	0.000000	
114	0.56500	1.307476	0.901119	586.311082	4.355051	-10.203671	0.082686	16.881874	7.010605	0.000000	
115	0.57000	1.330091	0.923711	585.864074	4.400218	-10.194373	0.114778	16.877666	7.091771	0.000000	
116	0.57500	1.353456	1.173781	586.310156	4.418919	-10.203588	0.123841	16.878613	7.100885	0.000000	
117	0.58000	1.355258	1.195650	586.577652	4.537112	-10.212226	0.146837	16.885322	7.297484	0.000000	
118	0.58500	1.468358	1.264697	586.487936	4.537228	-10.211870	0.132748	16.879624	7.294129	0.000000	
119	0.59000	1.514083	1.310043	586.219461	4.600707	-10.211539	0.160195	16.883858	7.402813	0.000000	
120	0.59500	1.401055	1.332097	586.397473	4.646199	-10.202371	0.160454	16.870703	7.476527	0.000000	
121	0.60000	1.333186	1.422796	586.575096	4.691911	-10.229531	0.160606	16.916410	7.545880	0.000000	
122	0.60500	1.334274	1.558801	586.842198	4.774136	-10.311311	0.192801	17.047795	7.673097	0.000000	
