NO_OF_FRAMES	232
NO_OF_CAMERAS	14
NO_OF_MARKERS	19
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-09-29, 11:56:00	9992.86951533
DATA_INCLUDED	3D
MARKER_NAMES	1 - Head	2 - L_Shoulder	3 - L_Elbow	4 - L_Wrist	5 - R_Shoulder	6 - R_Elbow	7 - R_Wrist	8 - L_Hip	9 - L_Knee	10 - L_Ankle	11 - L_Heel	12 - L_Meta_V	13 - L_Toe_II	14 - R_Hip	15 - R_Knee	16 - R_Ankle	17 - R_Heel	18 - R_Meta_V	19 - R_Toe_II
Frame	Time	1 - Head X	1 - Head Y	1 - Head Z	2 - L_Shoulder X	2 - L_Shoulder Y	2 - L_Shoulder Z	3 - L_Elbow X	3 - L_Elbow Y	3 - L_Elbow Z	4 - L_Wrist X	4 - L_Wrist Y	4 - L_Wrist Z	5 - R_Shoulder X	5 - R_Shoulder Y	5 - R_Shoulder Z	6 - R_Elbow X	6 - R_Elbow Y	6 - R_Elbow Z	7 - R_Wrist X	7 - R_Wrist Y	7 - R_Wrist Z	8 - L_Hip X	8 - L_Hip Y	8 - L_Hip Z	9 - L_Knee X	9 - L_Knee Y	9 - L_Knee Z	10 - L_Ankle X	10 - L_Ankle Y	10 - L_Ankle Z	11 - L_Heel X	11 - L_Heel Y	11 - L_Heel Z	12 - L_Meta_V X	12 - L_Meta_V Y	12 - L_Meta_V Z	13 - L_Toe_II X	13 - L_Toe_II Y	13 - L_Toe_II Z	14 - R_Hip X	14 - R_Hip Y	14 - R_Hip Z	15 - R_Knee X	15 - R_Knee Y	15 - R_Knee Z	16 - R_Ankle X	16 - R_Ankle Y	16 - R_Ankle Z	17 - R_Heel X	17 - R_Heel Y	17 - R_Heel Z	18 - R_Meta_V X	18 - R_Meta_V Y	18 - R_Meta_V Z	19 - R_Toe_II X	19 - R_Toe_II Y	19 - R_Toe_II Z	
3192	15.95500	156.386	259.841	1569.083	36.218	414.747	1320.513	39.559	537.631	1029.480	203.452	498.224	852.242	27.009	143.578	1324.967	-54.106	27.894	1038.254	-5.353	21.840	811.710	10.257	437.952	783.236	-40.779	411.477	395.769	-347.907	389.369	181.403	-378.810	339.864	196.907	-338.725	416.224	61.461	-295.795	374.971	35.324	82.944	94.482	846.479	195.649	155.375	441.045	170.213	146.919	61.922	130.254	191.437	41.131	274.240	127.798	16.436	329.246	176.556	38.851
3193	15.96000	163.422	258.759	1569.360	43.190	413.485	1321.405	44.224	536.387	1029.828	207.018	498.242	852.024	33.799	142.440	1325.391	-46.881	27.010	1038.660	2.804	19.821	811.393	15.770	436.942	784.565	-28.725	411.785	394.967	-340.310	387.560	184.898	-368.977	338.746	202.111	-334.815	414.041	66.252	-290.379	375.038	37.624	89.214	93.041	847.562	199.859	154.649	440.561	170.423	147.176	62.013	130.314	191.421	41.170	274.495	127.828	16.373	329.872	176.559	37.481
3194	15.96500	170.930	257.814	1570.438	49.687	412.520	1322.071	48.861	535.221	1030.307	210.699	497.558	851.817	41.254	141.380	1326.734	-39.772	25.767	1039.003	7.572	20.621	811.829	21.454	436.282	785.465	-17.510	411.285	393.323	-331.431	385.660	189.175	-360.142	336.724	207.499	-328.633	412.859	71.708	-284.361	375.691	39.718	95.650	91.527	847.201	204.590	154.916	438.393	171.328	147.933	61.716	130.392	191.404	41.239	274.668	127.681	16.350	330.394	177.258	36.626
3195	15.97000	178.233	257.117	1571.292	56.400	411.630	1323.038	53.594	533.916	1031.039	213.839	497.126	851.198	48.303	140.461	1327.446	-32.815	24.816	1040.091	15.479	18.971	813.176	30.420	434.807	784.268	-3.856	411.455	391.883	-321.679	383.594	193.736	-348.202	334.204	211.519	-321.128	411.924	76.110	-276.098	376.184	42.768	100.719	90.433	846.933	208.260	153.769	438.116	171.182	147.576	62.424	130.643	191.500	41.393	274.782	127.834	16.440	330.986	178.271	36.024
3196	15.97500	185.354	256.123	1571.487	62.382	410.772	1323.768	58.166	532.595	1031.805	217.525	496.687	850.383	55.306	139.502	1328.037	-26.153	23.868	1040.797	23.346	18.507	814.149	36.225	432.973	784.064	7.115	410.899	391.157	-312.329	381.671	198.149	-339.385	332.021	215.709	-312.266	411.265	80.354	-267.533	376.477	46.544	106.468	89.784	847.358	211.962	152.181	437.702	172.344	147.821	62.322	130.666	191.730	41.556	275.036	127.696	16.171	331.842	179.128	35.104
3197	15.98000	192.615	255.166	1572.179	68.729	409.696	1325.102	62.755	531.425	1032.590	220.676	496.253	849.776	62.606	138.556	1328.717	-19.059	22.949	1041.350	30.057	17.709	815.363	42.070	432.555	784.621	19.074	411.132	391.151	-301.789	379.351	202.770	-330.448	329.100	219.239	-302.197	410.748	85.532	-257.105	377.311	50.652	112.923	88.943	847.849	213.403	152.504	436.391	173.053	148.480	62.042	130.852	191.881	41.572	275.149	127.717	16.207	332.960	179.824	33.776
3198	15.98500	199.494	254.727	1572.552	74.712	408.930	1325.731	66.891	530.197	1033.393	223.581	495.988	849.389	70.329	137.718	1329.731	-11.777	21.921	1041.887	37.812	16.892	816.978	48.951	431.664	785.001	30.611	410.829	390.085	-291.684	377.002	207.449	-320.193	326.504	223.495	-292.922	410.015	89.498	-247.419	377.315	53.326	118.768	88.253	847.970	215.705	151.713	436.072	173.313	148.886	62.713	130.904	191.985	41.703	275.492	128.436	15.583	333.477	180.172	33.378
3199	15.99000	206.699	254.016	1573.261	80.955	408.069	1326.810	71.315	529.028	1034.327	226.340	495.685	848.912	77.807	136.894	1330.269	-4.613	20.914	1042.840	47.001	14.984	818.019	54.697	430.766	785.801	42.805	410.666	390.302	-281.835	373.865	211.246	-309.020	323.467	225.735	-281.337	409.361	94.342	-237.627	376.572	57.047	124.241	88.105	847.376	217.798	151.127	435.820	173.547	149.245	62.831	130.992	192.257	41.905	275.493	128.389	15.597	333.871	180.292	32.589
3200	15.99500	213.551	253.146	1574.050	87.384	407.259	1328.001	75.574	527.929	1035.256	229.152	495.538	848.318	84.896	136.021	1330.866	2.201	20.085	1043.508	54.414	14.257	818.626	58.717	431.594	786.759	56.453	410.997	391.441	-270.637	371.147	215.038	-297.411	320.939	228.683	-268.969	407.945	98.130	-229.180	373.770	59.548	130.883	87.556	848.056	220.344	150.743	435.739	173.605	149.451	63.115	131.302	192.551	41.846	275.562	128.329	15.551	334.520	180.269	31.850
3201	16.00000	220.650	252.567	1574.690	93.710	406.555	1329.219	79.607	526.703	1036.189	232.110	495.172	847.517	92.211	135.389	1331.536	9.155	18.892	1044.679	60.485	13.659	817.356	65.148	431.063	787.848	68.209	410.901	392.108	-258.955	369.024	218.084	-286.292	318.620	231.093	-256.912	406.900	102.540	-214.016	375.360	65.023	136.564	87.014	849.163	222.898	150.784	435.819	173.632	149.598	63.367	131.563	192.904	41.883	275.420	128.346	15.728	334.883	180.029	31.386
3202	16.00500	227.328	252.079	1575.360	99.451	405.569	1330.215	83.863	525.482	1037.210	235.037	494.904	847.029	99.807	134.739	1332.525	16.755	17.891	1045.361	67.246	13.226	818.700	69.814	430.592	788.876	79.195	410.870	393.105	-246.976	366.622	220.968	-274.999	316.443	233.306	-244.788	405.951	106.561	-200.625	375.465	67.732	141.422	86.774	849.566	225.501	150.836	435.907	174.023	149.964	63.434	131.912	193.229	42.044	275.525	128.437	15.907	335.187	179.823	30.917
3203	16.01000	234.112	251.483	1575.923	105.468	405.033	1330.979	87.691	524.410	1037.907	237.594	494.634	846.447	107.099	133.928	1332.825	24.597	16.802	1046.112	75.184	12.314	819.619	75.257	430.211	789.412	91.635	411.490	394.470	-234.416	364.786	223.296	-262.890	313.710	235.347	-232.871	405.683	109.428	-187.176	375.611	70.588	147.224	86.572	850.193	228.436	150.903	435.527	173.710	149.839	63.851	132.237	193.325	41.924	275.544	128.314	15.682	335.382	179.736	30.340
3204	16.01500	241.385	251.071	1577.225	111.509	404.327	1332.138	91.692	523.370	1038.664	240.827	494.652	846.327	114.281	133.463	1333.159	31.717	15.659	1046.886	83.143	11.610	820.880	80.756	429.766	791.484	103.814	412.126	396.453	-222.165	363.103	224.990	-250.876	311.415	237.116	-218.930	404.490	111.523	-173.362	376.131	73.077	153.682	85.933	851.031	231.311	151.240	435.075	174.221	150.174	63.572	131.986	193.312	42.232	275.257	127.873	16.157	335.333	179.493	30.646
3205	16.02000	248.401	250.743	1578.178	117.130	403.672	1333.123	95.364	522.221	1039.385	243.174	494.328	846.401	121.525	132.755	1333.955	38.934	14.617	1048.082	91.443	10.589	822.003	85.852	429.456	793.520	115.494	412.675	399.269	-210.656	362.042	227.100	-238.668	309.050	237.144	-205.840	403.429	113.364	-160.402	375.567	76.741	159.211	85.413	850.747	234.196	151.714	434.542	174.391	150.306	63.588	131.946	193.275	42.299	275.245	127.881	16.190	335.486	179.580	30.588
3206	16.02500	255.223	250.617	1578.577	123.059	403.127	1334.189	99.019	521.131	1040.169	245.424	494.403	846.142	128.781	132.113	1335.151	46.576	13.276	1049.669	98.278	11.506	823.222	91.828	428.709	795.665	126.038	412.832	400.985	-197.256	359.060	228.965	-226.399	307.445	237.840	-191.487	402.293	115.693	-144.564	375.993	79.711	164.307	85.302	851.126	236.862	151.938	434.001	174.229	150.038	64.013	132.253	193.626	42.286	275.672	128.327	15.560	335.897	179.943	29.995
3207	16.03000	262.059	249.918	1579.466	128.805	402.550	1335.147	102.840	520.136	1040.916	247.095	494.499	845.865	135.472	131.444	1336.405	54.667	12.268	1049.949	106.489	10.285	824.721	97.337	428.522	797.553	137.764	413.355	402.906	-185.834	354.753	233.696	-214.638	305.253	238.744	-177.565	401.703	116.208	-130.624	374.335	78.882	170.263	85.110	852.219	239.446	151.975	433.633	174.622	150.186	63.729	132.299	193.473	42.674	275.362	127.901	16.014	335.680	179.714	30.378
3208	16.03500	269.036	250.025	1580.331	134.218	402.078	1336.577	106.973	519.331	1042.090	249.082	494.556	845.549	141.966	130.766	1337.621	62.635	10.889	1051.121	113.899	9.924	824.214	102.875	428.214	799.074	150.576	413.502	405.630	-173.018	354.387	232.533	-201.721	304.000	238.788	-162.794	400.751	116.478	-116.816	372.622	79.594	176.736	84.248	853.478	241.127	151.398	433.252	174.545	150.025	63.815	132.358	193.520	42.754	275.402	127.764	16.044	335.820	179.739	30.064
3209	16.04000	275.579	250.256	1580.794	139.736	401.741	1337.842	110.640	518.422	1043.078	250.706	494.456	844.929	148.865	130.408	1338.119	70.018	9.734	1051.675	122.805	9.115	825.521	108.692	428.019	801.017	162.257	414.066	407.149	-158.288	354.977	228.617	-188.155	302.122	236.792	-147.659	399.312	118.736	-100.321	372.584	81.721	182.708	83.883	853.212	243.179	151.349	433.196	174.658	150.489	63.846	132.382	193.540	42.925	275.743	128.052	15.512	335.904	179.831	29.418
3210	16.04500	282.067	250.036	1581.368	145.241	401.241	1338.864	114.201	517.572	1044.043	252.952	494.532	844.402	155.417	129.741	1339.182	77.743	8.747	1053.117	130.341	9.125	826.435	114.263	427.850	803.080	173.079	413.934	408.708	-145.529	353.850	229.439	-176.062	301.220	237.073	-133.864	398.993	118.300	-84.649	372.311	81.556	188.685	83.200	852.659	245.138	151.243	433.213	174.654	150.300	63.977	132.281	193.562	43.069	275.779	128.027	15.505	336.394	179.779	28.856
3211	16.05000	288.777	249.799	1581.908	150.949	400.811	1340.044	117.759	516.555	1045.154	255.015	494.563	843.809	162.206	129.299	1340.265	85.346	7.733	1053.451	139.096	8.455	828.587	119.822	427.726	804.555	185.175	413.908	410.449	-131.806	352.576	228.184	-162.353	299.664	235.469	-117.839	398.728	119.062	-69.771	370.240	82.089	196.446	83.365	853.677	247.378	151.264	433.394	174.415	150.032	64.260	132.281	193.415	43.198	275.715	127.976	15.510	336.574	179.811	28.755
3212	16.05500	296.689	250.403	1582.948	156.136	400.272	1341.036	121.241	515.623	1046.393	256.879	494.493	843.216	168.662	128.925	1341.031	93.577	6.497	1053.825	147.826	7.821	828.929	125.712	428.058	806.835	197.270	413.859	412.524	-118.471	351.551	227.122	-148.905	298.786	233.572	-103.353	396.932	116.999	-52.219	371.030	82.629	201.322	83.219	854.006	249.327	151.061	433.788	174.141	149.390	64.965	132.286	193.464	43.334	275.861	128.011	15.407	336.523	179.813	28.744
3213	16.06000	303.174	250.456	1583.676	161.611	399.881	1342.317	124.887	514.831	1047.424	258.567	494.679	843.136	174.790	128.220	1341.765	101.371	5.624	1054.975	157.213	6.855	828.778	131.038	427.710	808.247	208.808	413.753	413.999	-104.431	350.903	225.944	-136.229	298.425	232.302	-86.565	397.022	116.326	-35.981	369.905	84.437	205.962	83.398	853.810	251.340	150.819	434.380	175.169	150.249	64.256	132.386	193.496	43.524	275.879	127.884	15.335	336.574	179.854	28.869
3214	16.06500	309.838	250.355	1584.540	167.036	399.220	1343.242	128.384	514.086	1048.634	260.190	494.649	843.038	181.135	127.985	1343.094	109.103	4.483	1056.005	165.163	6.801	829.008	136.693	427.981	809.575	219.986	413.915	415.515	-91.184	349.751	224.181	-122.455	297.080	229.941	-71.472	395.790	115.454	-21.074	368.515	81.929	212.064	83.130	853.181	253.145	151.019	434.854	175.280	150.247	64.378	132.380	193.486	43.528	275.830	127.762	15.416	336.838	179.916	28.589
3215	16.07000	316.186	250.343	1585.302	172.137	398.612	1343.896	132.093	513.348	1049.681	261.696	494.673	842.955	187.370	127.655	1344.226	116.893	3.478	1056.834	173.391	6.756	829.492	143.038	428.158	811.688	231.186	413.423	416.683	-77.208	348.917	222.421	-108.140	296.363	226.414	-54.660	395.532	114.385	-3.008	368.917	83.489	215.909	84.103	853.238	254.763	150.781	434.818	175.671	150.324	64.167	132.315	193.261	43.952	275.825	127.838	15.354	336.940	179.801	28.414
3216	16.07500	322.515	250.772	1586.217	177.543	398.007	1344.600	135.527	512.816	1050.937	263.760	494.639	842.802	194.001	126.956	1345.337	124.877	2.590	1057.479	182.125	6.465	831.191	148.455	427.997	812.612	243.067	413.110	419.585	-62.825	348.537	219.508	-94.791	295.855	223.692	-39.006	394.736	112.274	14.689	369.087	81.240	221.092	84.433	853.085	256.201	150.564	434.572	175.867	150.501	64.338	132.364	193.410	43.973	275.900	127.830	15.309	336.961	179.791	28.395
3217	16.08000	328.642	250.766	1587.069	182.997	397.403	1345.628	138.955	512.021	1052.144	265.611	494.731	842.706	200.291	126.656	1345.961	132.953	1.649	1058.044	190.338	6.162	832.081	154.270	428.527	814.017	254.742	412.853	421.253	-49.021	347.822	216.787	-80.447	294.881	220.105	-21.282	395.271	110.847	31.517	367.966	80.842	228.407	83.983	854.169	258.098	150.615	434.018	175.482	150.346	64.703	132.117	193.282	44.342	275.868	127.825	15.377	337.013	179.820	28.538
3218	16.08500	335.210	250.616	1587.627	188.237	396.893	1346.414	142.166	511.353	1053.092	267.151	494.703	842.305	206.604	126.197	1346.622	140.912	0.580	1058.314	199.401	5.795	834.668	160.546	428.376	815.477	265.196	412.566	422.184	-34.633	347.465	213.654	-65.764	294.194	215.741	-4.536	394.244	108.669	48.296	368.122	79.187	234.621	83.594	854.523	259.552	150.553	433.627	175.233	150.031	65.045	132.035	193.325	44.501	275.920	127.772	15.387	337.087	179.737	28.468
3219	16.09000	341.587	250.905	1588.103	193.676	396.311	1347.215	145.312	510.457	1053.993	268.751	495.047	842.107	213.017	126.040	1347.306	149.143	0.031	1058.598	207.917	5.874	835.816	169.175	427.119	814.385	276.383	412.050	425.049	-19.848	347.046	210.185	-52.958	294.502	214.218	12.458	394.384	106.913	66.910	367.980	77.642	240.527	83.464	854.540	261.573	150.666	432.872	174.462	149.593	65.310	132.270	193.333	44.735	275.892	127.764	15.380	337.187	179.860	28.811
3220	16.09500	347.984	251.453	1588.175	198.889	395.802	1347.935	148.569	509.898	1054.935	271.135	495.247	841.397	219.305	125.730	1347.977	157.543	-1.058	1059.273	217.266	5.692	835.536	172.280	428.504	817.456	287.774	411.816	427.662	-4.962	347.066	207.146	-36.929	293.634	208.503	29.623	394.264	104.351	85.152	368.272	78.698	246.988	83.446	855.133	263.649	151.080	432.010	174.542	149.649	65.564	132.195	193.389	44.927	275.777	127.389	15.828	337.178	179.468	29.026
3221	16.10000	353.990	251.728	1588.211	204.003	395.255	1348.366	152.112	509.263	1055.916	272.857	495.112	840.754	225.401	125.502	1348.604	164.950	-1.947	1059.865	227.513	5.285	835.623	179.182	428.427	818.389	298.625	411.368	429.037	9.865	346.908	203.635	-21.840	293.291	203.507	47.721	394.721	102.418	103.229	369.098	75.154	253.353	83.643	855.874	265.205	151.140	431.307	173.116	148.472	66.881	132.289	193.318	45.619	275.936	127.747	15.426	337.439	179.805	28.418
3222	16.10500	359.855	251.543	1588.201	209.432	394.872	1348.921	155.552	508.746	1056.903	274.762	495.043	840.534	231.365	125.030	1348.745	173.067	-3.004	1060.939	235.419	5.322	835.713	184.616	429.229	819.171	309.347	411.126	430.873	25.459	347.086	199.589	-6.797	293.427	198.496	65.569	395.616	98.614	120.982	370.368	75.586	258.830	83.619	855.427	266.454	151.299	430.912	173.667	149.286	66.141	132.529	193.476	45.907	276.030	127.780	15.349	337.762	179.996	28.134
3223	16.11000	366.047	251.990	1588.520	214.679	394.356	1349.410	158.653	507.866	1057.583	276.190	494.969	840.201	237.809	124.806	1348.888	181.039	-4.065	1061.143	244.293	5.102	835.993	190.881	429.115	820.294	319.508	410.860	432.689	40.487	346.895	195.531	8.521	293.579	192.685	83.721	396.249	96.749	140.323	370.416	74.405	264.314	84.250	855.253	267.648	151.328	430.722	174.058	149.506	66.600	132.485	193.626	46.188	275.991	127.909	15.469	337.521	179.845	28.130
3224	16.11500	372.207	252.575	1588.955	219.677	393.960	1349.718	161.797	507.411	1058.440	278.022	495.023	839.615	244.387	124.585	1349.088	188.668	-4.660	1061.390	253.806	4.965	836.927	197.367	428.943	820.854	329.844	410.883	435.435	56.343	347.769	189.991	24.139	293.673	188.190	101.738	396.617	94.272	163.927	371.604	76.866	270.068	84.672	855.280	269.230	151.456	430.237	174.166	149.620	66.651	132.433	193.782	46.449	276.014	127.991	15.459	337.597	179.914	28.067
3225	16.12000	378.038	252.736	1589.077	224.974	393.606	1350.097	165.139	506.786	1059.072	279.494	495.214	839.154	251.169	124.374	1349.588	196.673	-5.635	1062.001	264.033	4.930	837.523	202.964	429.128	820.747	340.342	410.238	438.237	71.603	347.657	184.436	40.746	294.179	181.651	120.535	397.486	90.436	181.250	372.612	73.643	275.880	85.072	855.561	270.434	151.511	430.220	174.440	149.678	66.719	132.531	193.963	46.781	275.710	127.477	15.972	337.324	179.199	28.580
3226	16.12500	383.923	252.957	1589.346	230.173	393.080	1350.518	168.527	506.331	1059.798	281.033	495.484	838.784	257.418	124.130	1349.856	204.857	-6.286	1061.653	272.916	4.804	837.868	209.898	429.168	822.275	350.060	409.919	439.576	87.393	348.183	179.810	56.166	295.023	176.501	139.494	398.679	87.917	197.903	373.341	69.797	280.631	84.618	855.730	271.387	151.283	430.192	174.584	149.885	66.908	132.709	194.271	47.188	275.995	127.989	15.595	337.586	179.786	28.076
3227	16.13000	389.627	252.964	1589.394	235.462	392.663	1350.670	171.848	505.789	1060.281	282.317	495.838	838.581	263.657	123.961	1350.194	213.048	-7.120	1060.671	282.108	5.022	839.505	216.446	429.274	822.794	360.171	409.696	441.402	103.890	349.164	174.460	72.904	295.954	169.828	158.540	399.669	84.845	218.128	374.120	67.142	285.669	84.992	855.478	272.099	150.911	430.224	174.884	150.176	67.072	132.960	194.628	47.543	275.792	127.533	16.078	337.573	179.120	28.492
3228	16.13500	395.635	253.237	1589.506	240.377	392.318	1350.579	175.105	505.186	1060.667	283.580	495.959	838.283	269.426	123.523	1350.205	221.436	-7.439	1060.827	290.952	4.788	840.409	222.127	429.571	822.566	369.475	408.898	443.406	120.690	349.664	169.065	90.430	296.145	162.937	177.966	400.732	81.450	237.728	375.281	67.071	290.465	85.514	855.646	273.192	150.694	430.101	175.058	150.395	67.490	133.053	195.076	48.085	275.643	127.710	16.135	337.541	178.997	28.616
3229	16.14000	402.050	254.053	1590.011	245.737	392.128	1350.649	178.032	504.522	1060.928	284.782	496.262	838.057	275.734	123.473	1350.276	229.334	-8.079	1060.738	299.766	4.576	840.243	229.524	429.109	823.335	379.911	408.599	446.104	137.666	350.790	163.814	105.928	297.206	157.218	197.299	401.683	79.309	257.568	376.716	64.047	296.288	85.355	855.894	274.244	150.458	430.122	175.203	150.603	67.687	133.704	195.345	48.405	275.966	127.763	16.128	337.692	178.917	28.410
3230	16.14500	407.333	254.579	1589.913	251.141	391.754	1350.904	181.189	504.057	1061.324	286.169	496.889	837.506	281.761	123.221	1350.125	237.042	-8.898	1060.592	309.787	4.392	839.105	235.956	429.583	824.012	388.812	407.914	447.506	153.767	352.242	158.569	123.106	298.636	150.971	216.927	403.373	75.867	277.586	378.519	63.724	300.931	85.286	855.965	275.059	150.003	430.044	175.280	150.960	68.110	133.637	195.569	49.104	275.962	127.843	16.208	337.705	178.775	28.299
3231	16.15000	413.030	254.724	1589.872	256.542	391.622	1351.040	184.552	503.604	1061.617	287.818	497.109	836.661	287.782	123.294	1349.993	244.401	-9.540	1060.741	319.100	4.435	838.309	241.450	429.791	823.790	398.397	407.341	448.697	171.541	352.988	152.619	141.333	299.304	143.841	236.499	404.730	73.273	298.089	379.222	62.535	307.092	85.344	854.588	276.206	150.123	429.999	175.372	151.204	68.475	133.889	195.974	49.449	275.883	128.181	16.460	337.934	178.873	28.077
3232	16.15500	418.814	255.076	1589.553	261.478	391.415	1351.075	187.794	503.000	1061.927	289.438	497.381	836.187	293.778	123.059	1350.051	253.154	-9.954	1060.353	328.246	4.916	839.720	246.279	430.173	823.647	407.341	406.862	449.755	189.101	354.250	147.480	158.884	300.376	135.945	257.232	406.235	70.739	318.713	380.875	61.139	312.950	85.354	853.304	277.200	149.947	430.128	175.637	151.610	68.694	134.334	196.447	50.067	275.685	128.273	16.424	337.831	178.833	27.630
3233	16.16000	424.351	255.122	1589.428	266.620	391.106	1351.027	191.037	502.614	1062.068	290.572	497.646	835.698	300.051	123.012	1349.519	261.181	-10.530	1059.881	338.230	4.776	841.545	251.634	430.388	823.878	416.796	406.327	450.959	206.873	355.454	141.214	176.531	301.850	129.492	277.174	407.976	66.902	338.940	382.870	59.764	316.432	85.928	852.843	278.186	149.492	430.370	175.525	152.117	69.411	134.464	196.871	50.643	275.874	128.358	16.659	337.764	178.723	27.826
3234	16.16500	430.523	255.773	1589.569	271.542	390.873	1350.651	194.353	502.030	1062.159	291.516	497.540	834.993	306.251	122.788	1349.006	269.838	-10.840	1058.961	348.219	4.800	840.900	259.840	430.936	823.686	425.570	405.815	452.511	224.570	357.161	136.215	194.697	303.272	123.138	297.930	409.582	64.630	359.157	384.157	58.843	321.349	85.569	852.740	279.054	149.552	430.158	175.582	151.970	69.834	134.680	197.235	51.086	275.899	128.533	16.765	338.353	178.764	28.457
3235	16.17000	436.365	256.272	1589.018	277.137	390.679	1350.357	197.519	501.520	1062.175	292.180	498.197	834.339	312.181	122.734	1348.793	278.528	-11.658	1058.200	357.813	5.001	839.873	265.364	431.091	823.226	434.120	405.517	454.035	243.197	358.530	131.063	212.468	305.002	116.477	318.417	410.628	61.666	380.316	385.994	58.252	327.451	85.574	852.889	280.462	149.262	430.373	175.776	152.481	70.079	134.871	197.273	51.667	275.515	128.600	16.796	338.566	178.644	28.325
3236	16.17500	442.340	256.952	1588.372	282.659	390.596	1349.566	200.774	501.027	1062.021	293.554	498.267	833.375	318.263	122.697	1347.725	286.209	-11.816	1057.588	366.567	5.017	839.922	271.587	431.123	822.460	441.712	404.796	454.598	261.850	362.209	126.478	230.907	306.798	108.918	339.403	412.529	59.593	401.257	387.465	59.118	332.913	85.517	852.535	281.793	148.848	430.343	175.850	152.840	70.513	134.912	197.838	52.132	275.857	128.734	17.192	338.571	178.604	28.299
3237	16.18000	448.181	257.459	1587.304	288.330	390.676	1348.568	204.014	500.625	1061.799	294.943	498.488	832.468	324.384	122.670	1347.318	294.981	-12.291	1056.910	375.502	5.188	840.522	277.955	431.603	822.855	450.374	404.046	454.991	280.451	363.661	121.781	249.765	308.658	102.640	360.432	414.380	57.593	421.977	389.215	58.921	337.403	85.164	852.462	283.189	149.004	430.274	175.957	153.247	70.689	135.207	198.393	52.410	275.789	129.013	17.206	338.547	178.699	28.074
3238	16.18500	454.065	257.859	1586.483	293.527	390.653	1347.845	207.503	500.214	1061.441	296.322	498.607	831.362	330.864	122.674	1346.250	303.479	-12.990	1056.150	385.688	5.571	840.544	284.426	431.981	821.987	458.584	403.498	455.382	298.646	363.223	114.554	268.360	310.801	97.063	381.307	415.457	56.543	443.313	391.193	58.097	342.230	85.082	851.711	284.783	148.732	430.325	176.168	153.621	70.989	135.378	198.441	52.805	275.371	129.118	17.248	338.794	178.591	27.935
3239	16.19000	459.492	258.386	1585.934	299.406	390.760	1347.042	211.054	499.849	1061.076	297.657	498.766	830.275	336.384	122.583	1345.503	311.559	-13.206	1055.517	396.020	5.835	839.378	290.753	432.447	821.472	466.245	403.036	454.960	316.925	365.048	110.182	288.381	312.299	90.492	402.603	417.409	54.970	462.937	392.946	59.195	347.419	85.271	850.366	286.662	148.683	430.242	176.315	153.777	71.802	135.348	198.843	53.108	275.374	129.322	17.313	338.811	178.535	27.897
3240	16.19500	465.185	258.747	1585.271	304.624	390.578	1346.225	214.694	499.479	1060.602	299.198	499.103	829.067	342.644	122.628	1344.845	320.298	-13.448	1054.655	405.005	6.010	839.197	296.744	432.324	820.436	474.139	402.522	455.091	337.063	366.514	104.130	307.712	314.007	84.854	423.712	419.161	53.767	484.220	394.458	58.710	352.971	85.346	849.637	288.707	148.499	429.921	176.462	154.238	72.101	135.501	199.324	53.493	275.290	129.332	17.470	338.603	178.514	28.179
3241	16.20000	470.946	259.215	1584.417	310.166	390.477	1345.244	218.320	499.024	1060.099	300.719	499.471	827.804	348.583	122.586	1343.876	328.255	-13.728	1053.970	415.198	6.263	838.745	302.947	432.586	819.193	481.318	401.713	455.644	355.387	369.194	100.140	326.739	316.642	78.991	443.844	420.555	51.074	504.930	395.904	61.341	357.517	85.111	849.369	290.830	148.491	429.297	176.575	154.666	72.085	135.346	199.860	53.889	275.112	129.450	17.566	338.534	178.538	28.076
3242	16.20500	477.196	260.136	1583.853	315.540	390.718	1344.508	222.101	498.626	1059.609	302.422	499.772	826.444	354.102	122.776	1343.066	336.272	-14.203	1052.941	425.663	7.070	838.453	309.556	432.911	818.489	489.035	401.430	456.016	375.123	370.992	95.540	346.466	318.746	74.588	465.237	422.362	51.016	524.852	397.168	61.949	362.867	85.219	847.966	293.011	148.609	428.732	176.687	155.331	72.615	135.176	200.536	54.628	275.274	129.857	17.818	338.528	178.372	28.021
3243	16.21000	482.947	260.877	1583.519	321.012	390.615	1343.432	225.802	498.369	1059.081	304.255	500.167	824.953	360.286	123.062	1341.593	344.662	-14.283	1051.894	434.564	7.597	838.795	316.514	433.045	818.059	495.843	400.806	456.083	393.626	373.231	91.601	365.272	321.425	69.011	487.345	423.991	49.166	546.661	398.324	64.022	367.987	85.306	847.032	295.091	148.540	428.299	176.886	155.494	73.248	135.571	201.247	54.657	274.953	129.783	17.752	338.620	178.325	27.908
3244	16.21500	488.478	261.288	1582.686	326.468	390.851	1342.276	229.451	498.065	1058.368	306.177	500.483	823.580	366.514	123.466	1340.747	353.906	-14.253	1049.979	443.685	7.808	839.443	323.220	433.290	817.039	502.522	400.509	455.214	412.546	375.667	88.474	385.369	323.551	63.902	507.394	426.071	50.156	566.417	399.078	64.797	372.505	85.195	846.465	297.288	148.675	428.028	177.039	156.258	73.351	135.528	201.538	54.991	275.507	130.567	17.096	338.880	178.286	27.723
