NO_OF_FRAMES	691
NO_OF_CAMERAS	14
NO_OF_MARKERS	19
FREQUENCY	200
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-09-29, 11:03:54	6867.40290917
DATA_INCLUDED	3D
MARKER_NAMES	1 - Head	2 - L_Shoulder	3 - L_Elbow	4 - L_Wrist	5 - R_Shoulder	6 - R_Elbow	7 - R_Wrist	8 - L_Hip	9 - L_Knee	10 - L_Ankle	11 - L_Heel	12 - L_Meta_V	13 - L_Toe_II	14 - R_Hip	15 - R_Knee	16 - R_Ankle	17 - R_Heel	18 - R_Meta_V	19 - R_Toe_II
Frame	Time	1 - Head X	1 - Head Y	1 - Head Z	2 - L_Shoulder X	2 - L_Shoulder Y	2 - L_Shoulder Z	3 - L_Elbow X	3 - L_Elbow Y	3 - L_Elbow Z	4 - L_Wrist X	4 - L_Wrist Y	4 - L_Wrist Z	5 - R_Shoulder X	5 - R_Shoulder Y	5 - R_Shoulder Z	6 - R_Elbow X	6 - R_Elbow Y	6 - R_Elbow Z	7 - R_Wrist X	7 - R_Wrist Y	7 - R_Wrist Z	8 - L_Hip X	8 - L_Hip Y	8 - L_Hip Z	9 - L_Knee X	9 - L_Knee Y	9 - L_Knee Z	10 - L_Ankle X	10 - L_Ankle Y	10 - L_Ankle Z	11 - L_Heel X	11 - L_Heel Y	11 - L_Heel Z	12 - L_Meta_V X	12 - L_Meta_V Y	12 - L_Meta_V Z	13 - L_Toe_II X	13 - L_Toe_II Y	13 - L_Toe_II Z	14 - R_Hip X	14 - R_Hip Y	14 - R_Hip Z	15 - R_Knee X	15 - R_Knee Y	15 - R_Knee Z	16 - R_Ankle X	16 - R_Ankle Y	16 - R_Ankle Z	17 - R_Heel X	17 - R_Heel Y	17 - R_Heel Z	18 - R_Meta_V X	18 - R_Meta_V Y	18 - R_Meta_V Z	19 - R_Toe_II X	19 - R_Toe_II Y	19 - R_Toe_II Z	
220	1.09500	334.922	275.303	1618.385	278.692	414.502	1348.406	229.233	488.497	1040.396	285.415	548.106	818.150	287.131	132.190	1349.593	249.207	45.238	1037.967	332.024	-11.411	837.130	304.936	441.349	816.545	294.522	400.830	431.292	208.115	420.327	69.330	172.256	368.449	28.370	313.620	457.589	27.477	377.388	426.217	28.627	302.155	83.406	817.789	293.235	121.259	426.193	210.345	97.618	67.619	166.647	139.153	33.968	317.646	63.923	26.088	384.749	111.903	26.806
221	1.10000	334.785	275.267	1618.411	278.608	414.514	1348.241	229.388	488.492	1040.213	285.512	547.927	818.164	287.061	132.166	1349.668	249.237	45.224	1037.799	332.132	-11.358	837.163	304.880	441.191	816.596	294.574	400.794	431.371	208.010	420.339	69.515	172.058	368.519	28.800	313.642	457.631	27.498	377.449	426.255	28.754	302.174	83.442	817.746	293.278	121.333	426.175	210.383	97.646	67.596	166.754	139.249	33.950	317.567	63.853	26.131	384.524	111.838	27.118
222	1.10500	334.786	275.269	1618.465	278.513	414.500	1348.381	229.456	488.306	1040.141	285.558	547.793	818.099	287.150	132.233	1349.647	249.217	45.194	1037.997	332.085	-11.346	837.181	304.919	441.263	816.622	294.581	400.916	431.414	208.118	420.396	69.400	172.161	368.375	28.684	313.666	457.670	27.487	377.418	426.235	28.650	302.132	83.408	817.829	293.339	121.324	426.021	210.390	97.632	67.578	166.698	139.155	33.959	317.547	63.855	26.172	384.702	111.996	26.879
223	1.11000	334.932	275.324	1618.360	278.461	414.487	1348.287	229.625	488.153	1039.992	285.886	547.441	818.031	287.166	132.169	1349.621	249.399	45.184	1037.916	332.141	-11.388	837.119	304.927	441.299	816.535	294.549	400.824	431.335	208.120	420.367	69.379	172.089	368.430	28.591	313.694	457.647	27.589	377.536	426.305	28.598	302.192	83.400	817.790	293.480	121.511	425.961	210.421	97.604	67.565	166.747	139.189	33.952	317.641	63.905	26.061	384.473	111.846	27.141
224	1.11500	334.851	275.279	1618.439	278.353	414.513	1348.255	229.510	488.159	1040.130	285.967	547.306	818.027	287.111	132.147	1349.633	249.290	45.202	1038.027	332.185	-11.335	837.099	304.967	441.313	816.585	294.505	400.852	431.279	208.088	420.342	69.510	172.222	368.555	28.640	313.586	457.619	27.453	377.429	426.258	28.668	302.235	83.489	817.758	293.526	121.473	426.012	210.465	97.623	67.452	166.766	139.212	33.946	317.627	63.896	26.087	384.624	111.944	26.962
225	1.12000	334.893	275.283	1618.424	278.374	414.540	1348.291	229.796	487.938	1039.841	285.995	547.055	817.970	287.076	132.176	1349.680	249.433	45.170	1037.984	332.228	-11.359	837.159	305.006	441.292	816.564	294.488	400.871	431.415	208.216	420.404	69.305	172.140	368.395	28.574	313.642	457.679	27.567	377.460	426.237	28.555	302.238	83.443	817.751	293.656	121.490	426.142	210.435	97.671	67.650	166.641	139.182	34.042	317.659	63.972	25.985	384.482	111.825	27.175
226	1.12500	334.863	275.336	1618.437	278.211	414.511	1348.339	229.829	487.815	1039.695	286.183	546.839	817.994	287.105	132.164	1349.620	249.403	45.122	1038.173	332.221	-11.273	837.163	304.991	441.410	816.655	294.500	400.879	431.405	208.073	420.405	69.421	172.021	368.280	28.828	313.680	457.673	27.534	377.345	426.218	28.616	302.187	83.522	817.810	293.646	121.515	426.170	210.432	97.623	67.584	166.661	139.165	34.062	317.670	63.920	26.024	384.606	111.743	27.198
227	1.13000	334.822	275.290	1618.545	278.211	414.459	1348.316	229.996	487.729	1039.708	286.422	546.664	817.918	287.114	132.130	1349.613	249.464	45.054	1038.175	332.261	-11.266	837.107	304.935	441.349	816.579	294.500	400.905	431.352	208.141	420.376	69.282	172.216	368.402	28.638	313.619	457.627	27.463	377.441	426.262	28.660	302.244	83.531	817.754	293.598	121.509	426.196	210.439	97.619	67.588	166.682	139.208	34.076	317.610	63.866	26.106	384.522	111.839	27.120
228	1.13500	334.773	275.303	1618.521	278.212	414.511	1348.305	230.191	487.618	1039.687	286.581	546.447	817.906	287.118	132.159	1349.673	249.450	45.032	1038.249	332.315	-11.322	837.213	304.932	441.345	816.624	294.550	400.924	431.500	208.061	420.341	69.337	172.326	368.422	28.453	313.676	457.669	27.516	377.396	426.286	28.666	302.280	83.442	817.823	293.690	121.574	426.149	210.399	97.645	67.678	166.631	139.058	33.939	317.644	63.871	26.122	384.598	111.723	27.210
229	1.14000	334.842	275.301	1618.517	278.217	414.474	1348.237	230.180	487.479	1039.603	286.711	546.207	817.757	287.065	132.106	1349.686	249.454	44.992	1038.275	332.354	-11.256	837.167	304.819	441.317	816.561	294.562	400.885	431.304	208.064	420.362	69.545	172.146	368.478	28.588	313.606	457.628	27.524	377.442	426.261	28.561	302.147	83.515	817.805	293.711	121.425	425.976	210.479	97.671	67.519	166.744	139.163	33.950	317.621	63.966	26.117	384.475	111.865	27.154
230	1.14500	334.843	275.316	1618.386	278.090	414.542	1348.200	230.307	487.389	1039.578	286.987	545.924	817.681	287.022	132.096	1349.609	249.470	44.974	1038.284	332.529	-11.304	837.263	304.832	441.324	816.597	294.645	400.783	431.351	208.100	420.384	69.423	172.033	368.296	28.745	313.675	457.706	27.468	377.423	426.240	28.583	302.232	83.526	817.789	293.679	121.474	426.022	210.469	97.621	67.577	166.877	139.174	33.915	317.629	63.905	26.184	384.558	111.979	27.007
231	1.15000	334.723	275.340	1618.530	278.053	414.508	1348.269	230.453	487.275	1039.511	287.181	545.715	817.566	287.089	132.171	1349.582	249.579	44.996	1038.251	332.462	-11.280	837.273	304.767	441.330	816.647	294.607	400.840	431.416	208.110	420.387	69.389	172.140	368.474	28.591	313.594	457.575	27.427	377.443	426.253	28.627	302.239	83.516	817.758	293.748	121.534	426.143	210.509	97.627	67.554	166.671	139.197	34.024	317.565	63.957	26.158	384.593	111.736	27.136
232	1.15500	334.710	275.283	1618.584	278.120	414.522	1348.195	230.576	487.201	1039.479	287.427	545.463	817.537	287.022	132.091	1349.570	249.474	44.879	1038.310	332.556	-11.264	837.303	304.823	441.383	816.634	294.529	400.977	431.424	208.109	420.352	69.394	172.091	368.478	28.733	313.581	457.597	27.479	377.443	426.253	28.606	302.222	83.502	817.690	293.663	121.554	426.144	210.510	97.680	67.583	166.708	139.186	33.995	317.663	63.969	26.041	384.637	111.928	27.250
233	1.16000	334.687	275.294	1618.526	278.082	414.450	1348.206	230.665	486.962	1039.478	287.613	545.278	817.496	287.061	132.067	1349.632	249.400	44.833	1038.406	332.539	-11.266	837.418	304.817	441.340	816.591	294.517	400.856	431.416	208.103	420.337	69.472	172.190	368.373	28.642	313.605	457.620	27.422	377.393	426.279	28.653	302.244	83.524	817.697	293.670	121.525	426.084	210.385	97.634	67.619	166.659	139.142	33.929	317.572	63.912	26.150	384.577	111.839	27.032
234	1.16500	334.638	275.272	1618.527	278.028	414.444	1348.285	230.812	486.874	1039.405	287.793	545.110	817.483	286.996	132.117	1349.581	249.498	44.789	1038.404	332.727	-11.283	837.390	304.769	441.408	816.622	294.626	400.881	431.390	207.980	420.359	69.485	172.156	368.373	28.632	313.635	457.602	27.533	377.464	426.244	28.673	302.326	83.578	817.668	293.719	121.524	426.152	210.376	97.638	67.708	166.690	139.176	33.971	317.614	63.945	26.074	384.708	111.868	26.911
235	1.17000	334.611	275.307	1618.567	277.986	414.425	1348.336	231.057	486.763	1039.403	288.029	544.865	817.446	287.044	132.083	1349.558	249.565	44.681	1038.541	332.770	-11.291	837.497	304.628	441.364	816.681	294.582	400.913	431.411	208.138	420.406	69.503	172.075	368.396	28.658	313.556	457.624	27.446	377.420	426.235	28.659	302.256	83.560	817.745	293.795	121.642	425.961	210.423	97.535	67.524	166.811	139.166	33.881	317.573	63.931	26.158	384.553	111.737	27.108
236	1.17500	334.604	275.282	1618.503	277.965	414.457	1348.376	231.149	486.613	1039.348	288.265	544.656	817.339	287.031	132.041	1349.542	249.352	44.612	1038.549	332.926	-11.292	837.495	304.682	441.422	816.591	294.642	400.841	431.366	208.182	420.385	69.424	172.104	368.424	28.673	313.704	457.658	27.464	377.416	426.228	28.646	302.255	83.517	817.678	293.873	121.630	426.029	210.432	97.615	67.590	166.680	139.239	33.960	317.604	63.882	26.138	384.667	111.898	27.031
237	1.18000	334.590	275.206	1618.517	277.871	414.411	1348.326	231.295	486.453	1039.269	288.494	544.484	817.259	286.990	132.043	1349.564	249.705	44.629	1038.471	332.849	-11.309	837.645	304.765	441.401	816.655	294.628	400.858	431.442	208.144	420.339	69.457	172.258	368.366	28.461	313.659	457.603	27.451	377.429	426.221	28.553	302.250	83.533	817.703	293.921	121.700	425.977	210.479	97.688	67.615	166.706	139.198	33.936	317.571	63.922	26.172	384.672	111.871	26.973
238	1.18500	334.510	275.236	1618.501	277.884	414.398	1348.373	231.377	486.296	1039.259	288.745	544.290	817.313	287.061	132.066	1349.532	249.592	44.581	1038.591	333.026	-11.250	837.692	304.597	441.339	816.641	294.598	400.954	431.343	208.182	420.330	69.337	172.287	368.375	28.484	313.678	457.677	27.602	377.380	426.289	28.655	302.322	83.604	817.692	293.860	121.635	425.927	210.469	97.610	67.587	166.704	139.146	34.066	317.633	63.992	25.993	384.698	111.769	26.963
239	1.19000	334.550	275.214	1618.553	277.779	414.413	1348.429	231.618	486.207	1039.323	289.110	543.972	816.994	287.052	132.079	1349.567	249.504	44.331	1038.755	333.303	-11.251	837.749	304.681	441.422	816.590	294.611	400.960	431.343	208.252	420.344	69.301	172.128	368.284	28.676	313.593	457.637	27.592	377.403	426.266	28.671	302.304	83.605	817.731	293.833	121.622	426.112	210.506	97.659	67.606	166.708	139.163	33.968	317.627	63.992	26.027	384.478	111.778	27.068
240	1.19500	334.493	275.230	1618.585	277.774	414.393	1348.420	231.707	486.139	1039.186	289.355	543.714	817.132	286.983	132.087	1349.584	249.431	44.214	1038.856	333.306	-11.265	837.773	304.641	441.394	816.585	294.626	400.827	431.313	208.141	420.342	69.446	172.129	368.335	28.632	313.554	457.656	27.409	377.435	426.349	28.605	302.317	83.558	817.642	293.933	121.658	426.126	210.514	97.669	67.579	166.659	139.169	34.014	317.580	63.891	26.171	384.575	111.771	27.198
241	1.20000	334.430	275.209	1618.665	277.664	414.404	1348.493	231.910	486.078	1039.214	289.622	543.607	817.055	287.058	132.070	1349.549	249.437	43.987	1039.081	333.440	-11.362	837.833	304.620	441.396	816.616	294.637	400.867	431.344	208.105	420.352	69.409	172.102	368.392	28.747	313.629	457.624	27.410	377.439	426.276	28.613	302.361	83.593	817.721	293.939	121.673	426.121	210.427	97.631	67.542	166.684	139.186	33.907	317.541	63.912	26.209	384.794	111.840	26.880
242	1.20500	334.377	275.148	1618.599	277.600	414.370	1348.555	231.972	485.911	1039.196	289.860	543.469	817.052	287.042	132.033	1349.618	249.474	43.778	1039.204	333.616	-11.374	837.956	304.566	441.402	816.626	294.545	400.928	431.365	208.259	420.407	69.306	172.121	368.323	28.681	313.671	457.654	27.458	377.393	426.244	28.657	302.291	83.546	817.754	293.788	121.606	426.112	210.388	97.620	67.671	166.675	139.261	34.114	317.624	63.912	26.076	384.764	111.775	27.045
243	1.21000	334.352	275.124	1618.514	277.608	414.380	1348.560	232.209	485.838	1039.130	289.987	543.152	817.104	287.086	132.035	1349.562	249.575	43.631	1039.239	333.644	-11.526	838.049	304.620	441.352	816.659	294.491	401.001	431.445	208.106	420.305	69.530	172.121	368.406	28.630	313.674	457.631	27.429	377.390	426.249	28.660	302.333	83.523	817.724	294.123	121.639	425.798	210.521	97.681	67.501	166.667	139.214	34.039	317.607	63.927	26.106	384.644	111.957	27.032
244	1.21500	334.303	275.064	1618.526	277.531	414.351	1348.578	232.377	485.752	1039.148	290.288	543.072	816.965	287.007	131.996	1349.667	249.462	43.420	1039.504	333.694	-11.707	838.159	304.723	441.432	816.620	294.402	401.022	431.509	208.114	420.367	69.477	172.205	368.311	28.687	313.658	457.667	27.440	377.430	426.232	28.681	302.301	83.539	817.737	294.001	121.689	426.177	210.372	97.617	67.694	166.676	139.146	33.933	317.632	63.952	26.032	384.740	111.760	26.999
245	1.22000	334.252	275.024	1618.565	277.581	414.348	1348.648	232.524	485.765	1039.163	290.537	542.920	816.832	287.014	132.030	1349.571	249.463	43.164	1039.585	333.620	-11.878	838.164	304.593	441.417	816.590	294.464	401.066	431.445	208.238	420.352	69.142	172.286	368.340	28.525	313.586	457.581	27.599	377.392	426.274	28.732	302.318	83.527	817.733	294.053	121.618	425.865	210.541	97.643	67.613	166.686	139.130	33.948	317.673	63.948	26.059	384.650	111.764	27.211
246	1.22500	334.240	275.019	1618.599	277.466	414.348	1348.664	232.696	485.637	1039.144	290.775	542.781	816.858	286.987	132.056	1349.538	249.469	42.951	1039.798	333.697	-12.025	838.218	304.560	441.385	816.571	294.472	400.924	431.421	208.181	420.351	69.256	172.113	368.334	28.658	313.580	457.615	27.471	377.367	426.211	28.599	302.342	83.580	817.698	294.072	121.709	426.001	210.510	97.674	67.583	166.678	139.152	34.086	317.586	63.900	26.188	384.759	111.989	26.888
247	1.23000	334.194	274.989	1618.551	277.404	414.365	1348.622	232.830	485.547	1039.122	291.021	542.635	816.815	286.987	132.008	1349.609	249.504	42.697	1039.839	333.602	-12.263	838.420	304.471	441.452	816.573	294.430	400.886	431.484	208.079	420.308	69.453	172.169	368.385	28.545	313.686	457.690	27.468	377.450	426.312	28.788	302.321	83.563	817.778	293.827	121.471	425.949	210.441	97.617	67.603	166.693	139.199	33.933	317.608	63.905	26.078	384.531	111.904	26.960
248	1.23500	334.110	274.905	1618.538	277.309	414.350	1348.629	233.171	485.569	1039.081	291.192	542.509	816.795	287.027	132.050	1349.510	249.426	42.515	1040.005	333.477	-12.477	838.430	304.569	441.419	816.605	294.561	400.794	431.362	208.204	420.324	69.322	172.045	368.380	28.792	313.613	457.627	27.477	377.523	426.272	28.642	302.398	83.541	817.673	293.969	121.633	425.968	210.392	97.661	67.582	166.714	139.117	33.924	317.631	63.903	26.058	384.774	111.832	27.030
249	1.24000	334.110	274.917	1618.514	277.301	414.345	1348.699	233.266	485.451	1039.031	291.377	542.452	816.800	286.953	131.933	1349.572	249.408	42.308	1040.077	333.476	-12.669	838.363	304.483	441.316	816.687	294.488	400.888	431.358	208.100	420.302	69.375	172.093	368.335	28.683	313.614	457.614	27.605	377.522	426.277	28.569	302.406	83.615	817.622	294.058	121.712	426.014	210.467	97.639	67.628	166.754	139.257	33.955	317.660	63.930	26.072	384.704	111.933	26.952
250	1.24500	334.093	274.817	1618.544	277.306	414.331	1348.709	233.402	485.406	1039.091	291.642	542.267	816.709	286.945	132.012	1349.512	249.291	42.122	1040.275	333.370	-13.015	838.563	304.384	441.432	816.549	294.518	400.834	431.358	208.127	420.287	69.367	172.108	368.467	28.619	313.742	457.634	27.539	377.443	426.251	28.649	302.357	83.561	817.737	293.951	121.640	426.145	210.467	97.697	67.684	166.665	139.134	33.921	317.588	63.896	26.158	384.748	111.881	27.027
251	1.25000	334.021	274.836	1618.492	277.230	414.341	1348.751	233.607	485.360	1039.063	291.866	542.260	816.633	286.921	131.979	1349.532	249.169	42.097	1040.275	333.288	-13.258	838.601	304.292	441.437	816.573	294.349	400.919	431.511	208.075	420.387	69.345	172.135	368.304	28.690	313.620	457.648	27.438	377.401	426.246	28.683	302.319	83.574	817.686	293.773	121.533	426.180	210.406	97.627	67.673	166.698	139.212	34.030	317.535	63.898	26.085	384.539	111.866	27.100
252	1.25500	333.931	274.776	1618.514	277.215	414.283	1348.807	233.844	485.283	1039.075	292.079	542.200	816.658	286.940	131.996	1349.571	249.038	42.000	1040.401	333.125	-13.567	838.702	304.350	441.473	816.527	294.384	400.877	431.318	208.034	420.373	69.394	172.108	368.388	28.760	313.508	457.663	27.435	377.520	426.311	28.671	302.456	83.617	817.744	293.931	121.670	426.021	210.338	97.694	67.708	166.658	139.134	34.057	317.713	63.984	25.972	384.560	111.798	27.143
253	1.26000	333.904	274.677	1618.435	277.176	414.300	1348.927	233.940	485.232	1039.028	292.312	542.033	816.663	286.830	131.957	1349.630	248.912	42.051	1040.256	333.067	-13.824	838.729	304.290	441.468	816.622	294.391	400.887	431.432	208.207	420.347	69.173	172.123	368.349	28.663	313.617	457.647	27.458	377.471	426.203	28.624	302.433	83.568	817.688	293.936	121.641	425.986	210.538	97.629	67.536	166.681	139.151	33.967	317.715	63.878	26.013	384.476	111.767	27.296
254	1.26500	333.822	274.685	1618.545	277.186	414.251	1348.884	234.129	485.208	1038.992	292.508	541.941	816.640	286.760	131.908	1349.648	248.808	41.994	1040.161	332.958	-14.105	838.850	304.346	441.447	816.599	294.308	401.000	431.401	208.049	420.359	69.457	172.268	368.320	28.495	313.584	457.612	27.387	377.517	426.228	28.658	302.426	83.566	817.742	293.886	121.653	426.012	210.371	97.609	67.602	166.745	139.159	34.007	317.576	63.920	26.110	384.649	111.946	27.030
255	1.27000	333.759	274.655	1618.683	277.053	414.250	1348.868	234.226	485.217	1039.053	292.695	541.906	816.654	286.734	131.951	1349.533	248.613	41.926	1040.173	332.871	-14.445	838.896	304.307	441.443	816.570	294.256	400.869	431.364	208.170	420.344	69.322	172.321	368.346	28.520	313.630	457.631	27.525	377.515	426.212	28.670	302.380	83.605	817.741	293.929	121.669	425.997	210.517	97.624	67.543	166.764	139.138	33.895	317.662	63.911	26.149	384.670	111.969	26.809
256	1.27500	333.770	274.600	1618.568	277.044	414.265	1348.886	234.326	485.111	1039.008	292.907	541.899	816.655	286.680	131.926	1349.599	248.347	41.855	1040.271	332.787	-14.717	838.920	304.351	441.417	816.550	294.334	400.909	431.412	208.108	420.348	69.405	172.240	368.525	28.614	313.648	457.670	27.467	377.488	426.247	28.676	302.329	83.585	817.775	293.976	121.631	425.979	210.438	97.641	67.487	166.724	139.214	33.873	317.616	63.903	26.070	384.581	111.803	27.030
257	1.28000	333.729	274.546	1618.455	277.000	414.276	1348.984	234.470	485.140	1039.067	293.212	541.787	816.622	286.591	131.876	1349.643	248.363	41.790	1040.168	332.634	-15.016	838.985	304.253	441.359	816.601	294.314	400.894	431.352	208.089	420.317	69.301	172.095	368.448	28.692	313.690	457.620	27.542	377.408	426.305	28.633	302.292	83.586	817.698	293.798	121.647	425.898	210.496	97.584	67.633	166.630	139.219	34.012	317.630	63.916	26.171	384.701	111.800	27.043
258	1.28500	333.629	274.553	1618.518	276.976	414.250	1348.980	234.650	485.136	1039.111	293.365	541.761	816.657	286.537	131.920	1349.695	248.084	41.726	1040.099	332.509	-15.340	838.983	304.255	441.452	816.677	294.272	400.976	431.330	208.117	420.351	69.345	172.102	368.393	28.695	313.619	457.646	27.419	377.380	426.266	28.587	302.345	83.645	817.731	293.923	121.597	426.106	210.430	97.567	67.570	166.636	139.167	34.039	317.576	63.900	26.086	384.740	112.026	26.962
259	1.29000	333.612	274.517	1618.661	276.986	414.214	1348.938	234.765	485.158	1039.075	293.753	541.715	816.624	286.503	131.799	1349.626	248.002	41.684	1039.960	332.412	-15.756	839.073	304.203	441.454	816.566	294.192	401.029	431.414	208.262	420.350	69.266	172.130	368.370	28.674	313.723	457.630	27.499	377.463	426.244	28.677	302.388	83.587	817.722	293.735	121.575	426.108	210.363	97.649	67.750	166.641	139.172	34.001	317.648	63.928	26.113	384.630	111.938	26.875
260	1.29500	333.579	274.447	1618.597	277.011	414.156	1348.911	234.794	485.060	1039.065	293.964	541.686	816.667	286.477	131.826	1349.622	247.964	41.532	1039.934	332.247	-15.983	839.102	304.183	441.423	816.509	294.211	400.977	431.430	208.197	420.388	69.281	172.222	368.478	28.438	313.684	457.680	27.454	377.338	426.274	28.775	302.318	83.635	817.762	293.751	121.575	426.113	210.439	97.623	67.556	166.659	139.156	33.997	317.653	63.929	26.049	384.863	112.018	26.741
261	1.30000	333.481	274.424	1618.545	277.037	414.105	1349.011	234.957	485.084	1039.061	294.176	541.726	816.648	286.389	131.883	1349.578	247.745	41.425	1039.924	332.243	-16.263	839.185	304.254	441.476	816.561	294.230	400.901	431.314	207.979	420.297	69.428	172.165	368.416	28.558	313.613	457.732	27.469	377.435	426.271	28.580	302.305	83.620	817.672	293.546	121.499	426.011	210.458	97.644	67.535	166.688	139.167	33.919	317.635	63.865	26.119	384.702	111.909	27.000
262	1.30500	333.462	274.361	1618.617	276.925	414.153	1349.120	235.103	485.116	1039.104	294.419	541.705	816.757	286.282	131.770	1349.645	247.797	41.131	1039.897	332.056	-16.632	839.384	304.199	441.469	816.498	294.213	401.046	431.421	208.045	420.379	69.489	172.189	368.377	28.660	313.688	457.698	27.485	377.388	426.260	28.665	302.286	83.631	817.678	293.599	121.539	425.988	210.466	97.623	67.536	166.677	139.155	33.939	317.565	63.842	26.244	384.622	111.812	26.932
263	1.31000	333.419	274.386	1618.473	276.815	414.204	1349.063	235.122	485.089	1039.137	294.470	541.643	816.735	286.249	131.875	1349.677	247.727	40.986	1039.991	331.829	-16.977	839.454	304.131	441.400	816.531	294.262	400.863	431.394	208.090	420.317	69.350	172.114	368.355	28.755	313.719	457.709	27.403	377.446	426.232	28.541	302.263	83.608	817.718	293.696	121.612	425.951	210.426	97.600	67.565	166.602	139.154	34.032	317.608	63.970	26.117	384.550	111.827	27.178
264	1.31500	333.300	274.282	1618.500	276.872	414.105	1349.132	235.169	485.157	1039.167	294.773	541.718	816.725	286.228	131.832	1349.624	247.722	40.686	1040.111	331.635	-17.313	839.524	304.225	441.456	816.631	294.059	401.005	431.475	208.016	420.314	69.374	172.064	368.308	28.751	313.601	457.647	27.485	377.401	426.289	28.635	302.342	83.611	817.669	293.532	121.485	426.043	210.404	97.623	67.583	166.651	139.146	34.030	317.547	63.867	26.156	384.495	111.847	27.066
265	1.32000	333.236	274.222	1618.601	276.800	414.063	1349.173	235.388	485.221	1039.196	294.924	541.706	816.938	286.155	131.788	1349.644	247.787	40.445	1040.187	331.366	-17.635	839.640	304.107	441.459	816.543	294.210	400.969	431.490	208.034	420.406	69.384	172.195	368.525	28.607	313.647	457.593	27.367	377.450	426.223	28.627	302.272	83.608	817.650	293.726	121.634	426.104	210.416	97.571	67.554	166.689	139.153	33.933	317.570	63.941	26.165	384.796	111.918	27.074
266	1.32500	333.182	274.218	1618.566	276.800	414.120	1349.193	235.468	485.283	1039.160	295.142	541.770	816.922	286.147	131.746	1349.618	247.643	40.209	1040.372	331.258	-17.911	839.807	304.282	441.478	816.599	294.281	400.857	431.373	208.022	420.416	69.458	172.026	368.429	28.716	313.541	457.604	27.531	377.517	426.295	28.627	302.339	83.640	817.696	293.764	121.676	426.026	210.435	97.630	67.637	166.676	139.246	33.992	317.629	63.938	25.989	384.710	111.850	27.133
267	1.33000	333.122	274.224	1618.560	276.816	414.048	1349.236	235.511	485.303	1039.202	295.253	541.808	816.948	286.057	131.721	1349.676	247.591	39.960	1040.501	330.992	-18.332	839.891	304.264	441.450	816.534	294.209	400.974	431.404	208.183	420.446	69.317	172.026	368.328	28.683	313.637	457.671	27.459	377.339	426.247	28.780	302.303	83.608	817.679	293.721	121.643	426.009	210.433	97.538	67.599	166.706	139.181	33.980	317.641	63.925	25.975	384.612	111.930	27.201
268	1.33500	333.064	274.225	1618.450	276.745	414.016	1349.221	235.573	485.292	1039.235	295.283	541.884	817.090	286.040	131.710	1349.664	247.671	39.666	1040.701	330.707	-18.659	840.122	304.236	441.417	816.547	294.212	400.842	431.341	208.114	420.364	69.440	172.160	368.425	28.613	313.688	457.652	27.545	377.458	426.289	28.636	302.259	83.611	817.646	293.446	121.557	426.032	210.436	97.682	67.649	166.617	139.113	33.991	317.591	63.924	26.059	384.608	111.728	27.078
269	1.34000	332.998	274.192	1618.577	276.847	413.890	1349.192	235.670	485.371	1039.271	295.540	541.951	817.032	285.933	131.683	1349.731	247.560	39.416	1040.836	330.517	-18.954	840.179	304.219	441.498	816.579	294.264	400.903	431.404	208.104	420.392	69.205	171.945	368.415	28.813	313.593	457.651	27.482	377.365	426.243	28.692	302.194	83.623	817.647	293.669	121.667	425.977	210.417	97.698	67.615	166.734	139.214	33.915	317.639	63.942	26.043	384.569	111.946	27.110
270	1.34500	332.933	274.148	1618.545	276.775	414.033	1349.293	235.752	485.408	1039.307	295.681	541.972	817.060	285.763	131.687	1349.823	247.461	39.186	1041.129	330.309	-19.186	840.269	304.220	441.501	816.555	294.269	400.956	431.384	208.078	420.336	69.390	172.199	368.393	28.553	313.559	457.639	27.477	377.441	426.327	28.680	302.156	83.654	817.708	293.502	121.484	426.124	210.478	97.656	67.652	166.701	139.188	33.959	317.615	63.945	26.121	384.552	111.899	27.194
271	1.35000	332.833	274.090	1618.600	276.810	413.985	1349.201	235.785	485.369	1039.338	295.727	542.084	817.098	285.871	131.667	1349.645	247.437	38.992	1041.153	330.080	-19.518	840.451	304.234	441.472	816.629	294.280	401.044	431.402	208.186	420.376	69.205	172.156	368.322	28.619	313.591	457.622	27.465	377.344	426.297	28.689	302.033	83.626	817.765	293.754	121.721	426.180	210.390	97.690	67.596	166.767	139.186	33.966	317.593	63.902	26.088	384.742	111.996	26.861
272	1.35500	332.779	274.123	1618.578	276.822	413.914	1349.327	235.800	485.480	1039.322	295.813	542.219	817.163	285.766	131.645	1349.792	247.284	38.832	1041.306	329.972	-19.761	840.415	304.205	441.394	816.538	294.196	401.006	431.447	208.076	420.355	69.449	172.098	368.410	28.724	313.585	457.643	27.354	377.442	426.259	28.800	302.079	83.571	817.727	293.549	121.473	425.964	210.378	97.664	67.681	166.728	139.153	33.950	317.671	63.918	26.063	384.621	111.894	27.011
