21.815	-0.308973895460123
21.82	-0.326511524069699
21.825	-0.345298790240009
21.83	-0.365374706696086
21.835	-0.386767797881035
21.84	-0.409493956018775
21.845	-0.433555061150788
21.85	-0.458938183748826
21.855	-0.485615314632062
21.86	-0.513543716835197
21.865	-0.542666815233561
21.87	-0.572915409463718
21.875	-0.604209014713637
21.88	-0.636457055501603
21.885	-0.669559563015748
21.89	-0.703407543440893
21.895	-0.737883896285626
21.9	-0.772865221390524
21.905	-0.808223913769305
21.91	-0.843830224588229
21.915	-0.879554239466545
21.92	-0.915267404734974
21.925	-0.950843396721051
21.93	-0.986158471116246
21.935	-1.02109150998149
21.94	-1.05552401604678
21.945	-1.08934016445258
21.95	-1.12242685029163
21.955	-1.15467370619672
21.96	-1.18597303423544
21.965	-1.21621953268286
21.97	-1.24530989528079
21.975	-1.27314249768233
21.98	-1.2996172379264
21.985	-1.32463547102154
21.99	-1.34810004779791
21.995	-1.3699155514631
22	-1.38998866886225
22.005	-1.4082284344577
22.01	-1.4245463003022
22.015	-1.43885628324693
22.02	-1.4510752340901
22.025	-1.46112308745382
22.03	-1.46892313437554
22.035	-1.47440242672345
22.04	-1.47749239114442
22.045	-1.47812967501737
22.05	-1.4762572043952
22.055	-1.47182558782879
22.06	-1.46479503529862
22.065	-1.45513776710471
22.07	-1.4428406176401
22.075	-1.42790748129226
22.08	-1.41036159023696
22.085	-1.39024764333681
22.09	-1.36763354913035
22.095	-1.34261170400189
22.1	-1.31529980772015
22.105	-1.28584103029909
22.11	-1.25440336904347
22.115	-1.22117813878871
22.12	-1.18637756898849
22.125	-1.15023151588277
22.13	-1.11298341984505
22.135	-1.07488581470506
22.14	-1.0361957146609
22.145	-0.997170090691434
22.15	-0.95806156612693
22.155	-0.919114482154507
22.16	-0.880561564301499
22.165	-0.84262138241008
22.17	-0.805496639336106
22.175	-0.769373253382838
22.18	-0.734420113866872
22.185	-0.700789285939655
22.19	-0.668616537996921
22.195	-0.638022110925322
22.2	-0.609111605164957
22.205	-0.581976868096636
22.21	-0.556696690433132
22.215	-0.533337208932476
22.22	-0.511952186336365
22.225	-0.492583315920621
22.23	-0.475260479367209
22.235	-0.460001949762661
22.24	-0.446814700256685
22.245	-0.435694843204414
22.25	-0.426628017085398
22.255	-0.419589582588771
22.26	-0.414544649027298
22.265	-0.411448035134083
22.27	-0.410244220016988
22.275	-0.410867267446243
22.28	-0.413240699377338
22.285	-0.417277297473805
22.29	-0.422878866599185
22.295	-0.429936090253483
22.3	-0.438328588520438
22.305	-0.447925236803859
22.31	-0.458584887408955
22.315	-0.470157661089823
22.32	-0.482486803040803
22.325	-0.49541096663536
22.33	-0.5087667732598
22.335	-0.522391478865396
22.34	-0.536125571701904
22.345	-0.549815180992986
22.35	-0.56331422670226
22.355	-0.576486194513125
22.36	-0.589205418906007
22.365	-0.601357915270741
22.37	-0.612841884601147
22.375	-0.623567942851016
22.38	-0.633459145789466
22.385	-0.64245091289101
22.39	-0.650490833742781
22.395	-0.657538309917074
22.4	-0.663564100522361
22.405	-0.668549821255468
22.41	-0.672487310412452
22.415	-0.675377825618193
22.42	-0.677231255727332
22.425	-0.678065520427934
22.43	-0.677906081711508
22.435	-0.676785463437088
22.44	-0.674742806007852
22.445	-0.671823456246198
22.45	-0.66807855901886
22.455	-0.663564621679985
22.46	-0.658343015265292
22.465	-0.652479456911649
22.47	-0.646043628405924
22.475	-0.639109089581332
22.48	-0.631753372429063
22.485	-0.62405790299154
22.49	-0.616107700830867
22.495	-0.607991142205456
22.5	-0.59979987237871
22.505	-0.591628668679072
22.51	-0.583575107073673
22.515	-0.57573911718874
22.52	-0.568222529420219
22.525	-0.56112849678912
22.53	-0.554560747862419
22.535	-0.548622826624807
22.54	-0.543417357354908
22.545	-0.539045262538259
22.55	-0.535604918229411
22.555	-0.533191322188919
22.56	-0.531895359305836
22.565	-0.531803071975795
22.57	-0.532994784302738
22.575	-0.535544137901763
22.58	-0.539517174651004
22.585	-0.544971468265866
22.59	-0.551955258199319
22.595	-0.560506607299997
22.6	-0.570652639805292
22.605	-0.582408841786721
22.61	-0.595778264221889
22.615	-0.610750451587737
22.62	-0.627300090483774
22.625	-0.645385635748336
22.63	-0.664948434507556
22.635	-0.685912741874262
22.64	-0.708186566139937
22.645	-0.731663143288557
22.65	-0.756222867304386
22.655	-0.78173538051005
22.66	-0.808061492249581
22.665	-0.835054859276
22.67	-0.862563817581325
22.675	-0.890433666222842
22.68	-0.918509036530839
22.685	-0.946635879663293
22.69	-0.974663068737655
22.695	-1.00244372580195
22.7	-1.02983631197493
22.705	-1.05670553834694
22.71	-1.08292296089191
22.715	-1.10836701960707
22.72	-1.13292259331447
22.725	-1.1564803743392
22.73	-1.17893623268281
22.735	-1.20019054517245
22.74	-1.22014743283937
22.745	-1.23871392087663
22.75	-1.25579920022695
22.755	-1.27131425527651
22.76	-1.28517191805366
22.765	-1.2972872319147
22.77	-1.30757809790827
22.775	-1.31596613124645
22.78	-1.32237745692666
22.785	-1.32674339246238
22.79	-1.32900127718173
22.795	-1.32909546329558
22.8	-1.32697820337878
22.805	-1.3226105094225
22.81	-1.31596334827639
22.815	-1.30701913866955
22.82	-1.29577322763737
22.825	-1.28223525464851
22.83	-1.26643051446102
22.835	-1.24840145866088
22.84	-1.22820923672121
22.845	-1.20593475526887
22.85	-1.18167880648456
22.855	-1.15556143943152
22.86	-1.12772098149662
22.865	-1.09831271363724
22.87	-1.06750703369819
22.875	-1.03548708166204
22.88	-1.00244585254692
22.885	-0.968582970180586
