X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
22.122217	7.544807e-06	4.571396e-05	5.160534e-06	2.915726e-06	
22.123218	7.509546e-06	4.561539e-05	5.046697e-06	3.328088e-06	
22.124219	7.479734e-06	4.551543e-05	4.939227e-06	3.768357e-06	
22.125220	7.455577e-06	4.541378e-05	4.838449e-06	4.237039e-06	
22.126221	7.437045e-06	4.531072e-05	4.744358e-06	4.733434e-06	
22.127222	7.423972e-06	4.520683e-05	4.656759e-06	5.256159e-06	
22.128223	7.416190e-06	4.510269e-05	4.575456e-06	5.803823e-06	
22.129223	7.413531e-06	4.499890e-05	4.500252e-06	6.375036e-06	
22.130224	7.415827e-06	4.489604e-05	4.430953e-06	6.968408e-06	
22.131225	7.422910e-06	4.479468e-05	4.367360e-06	7.582548e-06	
22.132226	7.434612e-06	4.469544e-05	4.309280e-06	8.216065e-06	
22.133227	7.450765e-06	4.459887e-05	4.256515e-06	8.867570e-06	
22.134228	7.471201e-06	4.450558e-05	4.208868e-06	9.535670e-06	
22.135229	7.495751e-06	4.441615e-05	4.166145e-06	1.021898e-05	
22.136230	7.524249e-06	4.433117e-05	4.128149e-06	1.091610e-05	
22.137230	7.556526e-06	4.425122e-05	4.094683e-06	1.162564e-05	
22.138231	7.592415e-06	4.417688e-05	4.065553e-06	1.234623e-05	
22.139232	7.631746e-06	4.410875e-05	4.040560e-06	1.307645e-05	
22.140233	7.674353e-06	4.404741e-05	4.019510e-06	1.381493e-05	
22.141234	7.720067e-06	4.399345e-05	4.002206e-06	1.456027e-05	
22.142235	7.768720e-06	4.394745e-05	3.988452e-06	1.531108e-05	
22.143236	7.820144e-06	4.390999e-05	3.978052e-06	1.606597e-05	
22.144236	7.874172e-06	4.388168e-05	3.970809e-06	1.682356e-05	
22.145237	7.930635e-06	4.386308e-05	3.966528e-06	1.758245e-05	
22.146238	7.989366e-06	4.385479e-05	3.965013e-06	1.834124e-05	
22.147239	8.050196e-06	4.385740e-05	3.966067e-06	1.909856e-05	
22.148240	8.112958e-06	4.387148e-05	3.969494e-06	1.985300e-05	
22.149241	8.177483e-06	4.389764e-05	3.975098e-06	2.060318e-05	
22.150242	8.243603e-06	4.393644e-05	3.982683e-06	2.134771e-05	
22.151242	8.311151e-06	4.398848e-05	3.992053e-06	2.208520e-05	
22.152243	8.379959e-06	4.405435e-05	4.003011e-06	2.281426e-05	
22.153244	8.449858e-06	4.413463e-05	4.015362e-06	2.353349e-05	
22.154245	8.520681e-06	4.422990e-05	4.028909e-06	2.424150e-05	
22.155246	8.592260e-06	4.434076e-05	4.043457e-06	2.493691e-05	
22.156247	8.664426e-06	4.446779e-05	4.058808e-06	2.561833e-05	
22.157248	8.737012e-06	4.461157e-05	4.074767e-06	2.628436e-05	
22.158248	8.809850e-06	4.477270e-05	4.091138e-06	2.693362e-05	
22.159249	8.882771e-06	4.495175e-05	4.107724e-06	2.756470e-05	
22.160250	8.955609e-06	4.514932e-05	4.124330e-06	2.817623e-05	
22.161251	9.028194e-06	4.536598e-05	4.140760e-06	2.876681e-05	
22.162252	9.100359e-06	4.560234e-05	4.156816e-06	2.933506e-05	
22.163253	9.171936e-06	4.585896e-05	4.172304e-06	2.987957e-05	
22.164254	9.242757e-06	4.613645e-05	4.187026e-06	3.039897e-05	
22.165255	9.312655e-06	4.643538e-05	4.200787e-06	3.089185e-05	
22.166255	9.381460e-06	4.675634e-05	4.213391e-06	3.135684e-05	
22.167256	9.449005e-06	4.709992e-05	4.224641e-06	3.179253e-05	
22.168257	9.515122e-06	4.746671e-05	4.234341e-06	3.219754e-05	
22.169258	9.579643e-06	4.785728e-05	4.242296e-06	3.257048e-05	
22.170259	9.642401e-06	4.827223e-05	4.248309e-06	3.290995e-05	
22.171260	9.703226e-06	4.871214e-05	4.252183e-06	3.321458e-05	
22.172261	9.761952e-06	4.917761e-05	4.253724e-06	3.348296e-05	
22.173261	9.818410e-06	4.966920e-05	4.252734e-06	3.371370e-05	
22.174262	9.872432e-06	5.018752e-05	4.249017e-06	3.390542e-05	
22.175263	9.923868e-06	5.073300e-05	4.242402e-06	3.405692e-05	
22.176264	9.972716e-06	5.130486e-05	4.232923e-06	3.416861e-05	
22.177265	1.001905e-05	5.190172e-05	4.220717e-06	3.424175e-05	
22.178266	1.006293e-05	5.252216e-05	4.205925e-06	3.427758e-05	
22.179267	1.010445e-05	5.316480e-05	4.188683e-06	3.427734e-05	
22.180267	1.014366e-05	5.382823e-05	4.169132e-06	3.424230e-05	
22.181268	1.018065e-05	5.451105e-05	4.147410e-06	3.417369e-05	
22.182269	1.021549e-05	5.521187e-05	4.123656e-06	3.407276e-05	
22.183270	1.024824e-05	5.592928e-05	4.098009e-06	3.394076e-05	
22.184271	1.027899e-05	5.666189e-05	4.070607e-06	3.377894e-05	
22.185272	1.030780e-05	5.740830e-05	4.041590e-06	3.358855e-05	
22.186273	1.033475e-05	5.816711e-05	4.011096e-06	3.337084e-05	
22.187274	1.035990e-05	5.893692e-05	3.979264e-06	3.312705e-05	
22.188274	1.038334e-05	5.971633e-05	3.946232e-06	3.285843e-05	
22.189275	1.040513e-05	6.050394e-05	3.912141e-06	3.256623e-05	
22.190276	1.042535e-05	6.129835e-05	3.877127e-06	3.225171e-05	
22.191277	1.044407e-05	6.209817e-05	3.841331e-06	3.191610e-05	
22.192278	1.046136e-05	6.290199e-05	3.804891e-06	3.156065e-05	
22.193279	1.047730e-05	6.370842e-05	3.767946e-06	3.118662e-05	
22.194280	1.049195e-05	6.451606e-05	3.730635e-06	3.079525e-05	
22.195280	1.050540e-05	6.532350e-05	3.693096e-06	3.038779e-05	
22.196281	1.051770e-05	6.612935e-05	3.655469e-06	2.996549e-05	
22.197282	1.052895e-05	6.693222e-05	3.617891e-06	2.952960e-05	
22.198283	1.053920e-05	6.773069e-05	3.580503e-06	2.908136e-05	
22.199284	1.054853e-05	6.852337e-05	3.543442e-06	2.862203e-05	
22.200285	1.055701e-05	6.930887e-05	3.506849e-06	2.815284e-05	
22.201286	1.056472e-05	7.008578e-05	3.470860e-06	2.767506e-05	
22.202286	1.057173e-05	7.085271e-05	3.435616e-06	2.718992e-05	
22.203287	1.057811e-05	7.160825e-05	3.401255e-06	2.669868e-05	
22.204288	1.058393e-05	7.235101e-05	3.367915e-06	2.620258e-05	
22.205289	1.058927e-05	7.307959e-05	3.335737e-06	2.570288e-05	
22.206290	1.059420e-05	7.379258e-05	3.304858e-06	2.520082e-05	
22.207291	1.059878e-05	7.448860e-05	3.275417e-06	2.469764e-05	
22.208292	1.060311e-05	7.516624e-05	3.247553e-06	2.419460e-05	
22.209292	1.060724e-05	7.582410e-05	3.221406e-06	2.369295e-05	
22.210293	1.061124e-05	7.646078e-05	3.197113e-06	2.319394e-05	
22.211294	1.061521e-05	7.707488e-05	3.174814e-06	2.269880e-05	
22.212295	1.061919e-05	7.766501e-05	3.154647e-06	2.220879e-05	
22.213296	1.062327e-05	7.822977e-05	3.136751e-06	2.172517e-05	
22.214297	1.062752e-05	7.876775e-05	3.121266e-06	2.124917e-05	
22.215298	1.063202e-05	7.927757e-05	3.108329e-06	2.078204e-05	
22.216299	1.063683e-05	7.975781e-05	3.098080e-06	2.032504e-05	
22.217299	1.064202e-05	8.020708e-05	3.090657e-06	1.987941e-05	
22.218300	1.064768e-05	8.062398e-05	3.086200e-06	1.944640e-05	
22.219301	1.065387e-05	8.100711e-05	3.084847e-06	1.902725e-05	
22.220302	1.066066e-05	8.135508e-05	3.086737e-06	1.862322e-05	
22.221303	1.066813e-05	8.166647e-05	3.092009e-06	1.823556e-05	
22.222304	1.067635e-05	8.193991e-05	3.100801e-06	1.786551e-05	
22.223305	1.068540e-05	8.217398e-05	3.113252e-06	1.751432e-05	
22.224305	1.069534e-05	8.236729e-05	3.129502e-06	1.718324e-05	
22.225306	1.070627e-05	8.251880e-05	3.149701e-06	1.687337e-05	
22.226307	1.071845e-05	8.263016e-05	3.174090e-06	1.658470e-05	
22.227308	1.073219e-05	8.270425e-05	3.202951e-06	1.631674e-05	
22.228309	1.074784e-05	8.274391e-05	3.236563e-06	1.606898e-05	
