X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
16.543651	4.943558e-06	3.528086e-05	2.010384e-06	3.120066e-06	
16.544652	4.811149e-06	3.491920e-05	1.851325e-06	2.910412e-06	
16.545653	4.682517e-06	3.455443e-05	1.696049e-06	2.704360e-06	
16.546654	4.558391e-06	3.418825e-05	1.545267e-06	2.502833e-06	
16.547655	4.439498e-06	3.382238e-05	1.399692e-06	2.306757e-06	
16.548656	4.326567e-06	3.345850e-05	1.260033e-06	2.117056e-06	
16.549657	4.220325e-06	3.309832e-05	1.127002e-06	1.934655e-06	
16.550658	4.121501e-06	3.274354e-05	1.001310e-06	1.760479e-06	
16.551659	4.030824e-06	3.239584e-05	8.836691e-07	1.595451e-06	
16.552660	3.949020e-06	3.205695e-05	7.747897e-07	1.440498e-06	
16.553661	3.876817e-06	3.172855e-05	6.753832e-07	1.296543e-06	
16.554662	3.814945e-06	3.141234e-05	5.861608e-07	1.164511e-06	
16.555663	3.764132e-06	3.111003e-05	5.078337e-07	1.045327e-06	
16.556663	3.725104e-06	3.082331e-05	4.411131e-07	9.399162e-07	
16.557664	3.698590e-06	3.055388e-05	3.867101e-07	8.492024e-07	
16.558665	3.685319e-06	3.030345e-05	3.453361e-07	7.741105e-07	
16.559666	3.686018e-06	3.007371e-05	3.177022e-07	7.155653e-07	
16.560667	3.701416e-06	2.986636e-05	3.045196e-07	6.744914e-07	
16.561668	3.732240e-06	2.968310e-05	3.064994e-07	6.518135e-07	
16.562669	3.779218e-06	2.952563e-05	3.243530e-07	6.484563e-07	
16.563670	3.843080e-06	2.939566e-05	3.587915e-07	6.653445e-07	
16.564671	3.924552e-06	2.929487e-05	4.105261e-07	7.034028e-07	
16.565672	4.024362e-06	2.922497e-05	4.802680e-07	7.635558e-07	
16.566673	4.143240e-06	2.918767e-05	5.687284e-07	8.467282e-07	
16.567674	4.281912e-06	2.918465e-05	6.766186e-07	9.538448e-07	
16.568675	4.441108e-06	2.921762e-05	8.046496e-07	1.085830e-06	
16.569676	4.621554e-06	2.928828e-05	9.535328e-07	1.243609e-06	
16.570677	4.823980e-06	2.939832e-05	1.123979e-06	1.428106e-06	
16.571678	5.049113e-06	2.954945e-05	1.316700e-06	1.640246e-06	
16.572679	5.297680e-06	2.974337e-05	1.532407e-06	1.880953e-06	
16.573680	5.570412e-06	2.998178e-05	1.771811e-06	2.151152e-06	
16.574681	5.868033e-06	3.026637e-05	2.035621e-06	2.451767e-06	
16.575682	6.190773e-06	3.059784e-05	2.324068e-06	2.783121e-06	
16.576683	6.537669e-06	3.097447e-05	2.636236e-06	3.144107e-06	
16.577684	6.907584e-06	3.139422e-05	2.971036e-06	3.533406e-06	
16.578684	7.299380e-06	3.185501e-05	3.327383e-06	3.949698e-06	
16.579685	7.711918e-06	3.235479e-05	3.704191e-06	4.391665e-06	
16.580686	8.144061e-06	3.289150e-05	4.100372e-06	4.857987e-06	
16.581687	8.594671e-06	3.346308e-05	4.514840e-06	5.347345e-06	
16.582688	9.062609e-06	3.406745e-05	4.946509e-06	5.858421e-06	
16.583689	9.546738e-06	3.470258e-05	5.394293e-06	6.389894e-06	
16.584690	1.004592e-05	3.536638e-05	5.857104e-06	6.940447e-06	
16.585691	1.055902e-05	3.605681e-05	6.333857e-06	7.508760e-06	
16.586692	1.108489e-05	3.677180e-05	6.823464e-06	8.093513e-06	
16.587693	1.162240e-05	3.750930e-05	7.324839e-06	8.693389e-06	
16.588694	1.217042e-05	3.826723e-05	7.836897e-06	9.307067e-06	
16.589695	1.272779e-05	3.904354e-05	8.358550e-06	9.933230e-06	
16.590696	1.329340e-05	3.983617e-05	8.888711e-06	1.057056e-05	
16.591697	1.386609e-05	4.064306e-05	9.426295e-06	1.121773e-05	
16.592698	1.444472e-05	4.146214e-05	9.970215e-06	1.187343e-05	
16.593699	1.502817e-05	4.229136e-05	1.051938e-05	1.253633e-05	
16.594700	1.561530e-05	4.312866e-05	1.107272e-05	1.320513e-05	
16.595701	1.620496e-05	4.397197e-05	1.162913e-05	1.387849e-05	
16.596702	1.679601e-05	4.481924e-05	1.218752e-05	1.455511e-05	
16.597703	1.738733e-05	4.566839e-05	1.274683e-05	1.523365e-05	
16.598704	1.797777e-05	4.651738e-05	1.330594e-05	1.591281e-05	
16.599704	1.856619e-05	4.736415e-05	1.386379e-05	1.659126e-05	
16.600705	1.915145e-05	4.820662e-05	1.441929e-05	1.726769e-05	
16.601706	1.973243e-05	4.904274e-05	1.497134e-05	1.794077e-05	
16.602707	2.030797e-05	4.987045e-05	1.551886e-05	1.860918e-05	
16.603708	2.087695e-05	5.068769e-05	1.606077e-05	1.927162e-05	
16.604709	2.143822e-05	5.149240e-05	1.659597e-05	1.992675e-05	
16.605710	2.199065e-05	5.228251e-05	1.712339e-05	2.057325e-05	
16.606711	2.253309e-05	5.305597e-05	1.764193e-05	2.120982e-05	
16.607712	2.306441e-05	5.381072e-05	1.815051e-05	2.183513e-05	
16.608713	2.358348e-05	5.454468e-05	1.864804e-05	2.244786e-05	
16.609714	2.408915e-05	5.525582e-05	1.913344e-05	2.304670e-05	
16.610715	2.458029e-05	5.594205e-05	1.960561e-05	2.363031e-05	
16.611716	2.505575e-05	5.660133e-05	2.006348e-05	2.419739e-05	
16.612717	2.551441e-05	5.723159e-05	2.050596e-05	2.474662e-05	
16.613718	2.595512e-05	5.783076e-05	2.093195e-05	2.527667e-05	
16.614719	2.637674e-05	5.839680e-05	2.134038e-05	2.578623e-05	
16.615720	2.677814e-05	5.892764e-05	2.173015e-05	2.627398e-05	
16.616721	2.715818e-05	5.942121e-05	2.210019e-05	2.673859e-05	
16.617722	2.751571e-05	5.987546e-05	2.244940e-05	2.717876e-05	
16.618723	2.784962e-05	6.028833e-05	2.277669e-05	2.759315e-05	
16.619724	2.815874e-05	6.065775e-05	2.308099e-05	2.798046e-05	
16.620724	2.844195e-05	6.098167e-05	2.336120e-05	2.833936e-05	
16.621725	2.869811e-05	6.125802e-05	2.361624e-05	2.866854e-05	
16.622726	2.892609e-05	6.148475e-05	2.384502e-05	2.896667e-05	
16.623727	2.912473e-05	6.165978e-05	2.404645e-05	2.923243e-05	
16.624728	2.929292e-05	6.178108e-05	2.421946e-05	2.946451e-05	
16.625729	2.943012e-05	6.184770e-05	2.436354e-05	2.966230e-05	
16.626730	2.953713e-05	6.186110e-05	2.447941e-05	2.982663e-05	
16.627731	2.961489e-05	6.182299e-05	2.456797e-05	2.995852e-05	
16.628732	2.966434e-05	6.173511e-05	2.463010e-05	3.005901e-05	
16.629733	2.968643e-05	6.159921e-05	2.466666e-05	3.012911e-05	
16.630734	2.968209e-05	6.141700e-05	2.467855e-05	3.016985e-05	
16.631735	2.965229e-05	6.119023e-05	2.466665e-05	3.018226e-05	
16.632736	2.959795e-05	6.092063e-05	2.463183e-05	3.016735e-05	
16.633737	2.952003e-05	6.060993e-05	2.457499e-05	3.012616e-05	
16.634738	2.941947e-05	6.025986e-05	2.449699e-05	3.005971e-05	
16.635739	2.929721e-05	5.987217e-05	2.439872e-05	2.996902e-05	
16.636740	2.915420e-05	5.944858e-05	2.428107e-05	2.985512e-05	
16.637741	2.899138e-05	5.899083e-05	2.414491e-05	2.971903e-05	
16.638742	2.880970e-05	5.850065e-05	2.399113e-05	2.956178e-05	
16.639743	2.861010e-05	5.797978e-05	2.382061e-05	2.938439e-05	
16.640744	2.839352e-05	5.742994e-05	2.363422e-05	2.918789e-05	
16.641745	2.816092e-05	5.685288e-05	2.343285e-05	2.897330e-05	
16.642745	2.791323e-05	5.625032e-05	2.321738e-05	2.874164e-05	
16.643746	2.765139e-05	5.562400e-05	2.298870e-05	2.849394e-05	
16.644747	2.737637e-05	5.497566e-05	2.274767e-05	2.823123e-05	
16.645748	2.708909e-05	5.430702e-05	2.249520e-05	2.795453e-05	
16.646749	2.679050e-05	5.361983e-05	2.223215e-05	2.766486e-05	
16.647750	2.648155e-05	5.291581e-05	2.195940e-05	2.736325e-05	
16.648751	2.616318e-05	5.219670e-05	2.167785e-05	2.705072e-05	
16.649752	2.583633e-05	5.146423e-05	2.138836e-05	2.672830e-05	
16.650753	2.550196e-05	5.072014e-05	2.109183e-05	2.639701e-05	
16.651754	2.516100e-05	4.996616e-05	2.078913e-05	2.605788e-05	
16.652755	2.481440e-05	4.920403e-05	2.048114e-05	2.571193e-05	
16.653756	2.446310e-05	4.843547e-05	2.016875e-05	2.536019e-05	
16.654757	2.410805e-05	4.766222e-05	1.985283e-05	2.500368e-05	
