X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
22.127222	2.993948e-06	3.175260e-05	5.378199e-07	-2.758430e-06	
22.128223	-1.720818e-06	1.041048e-05	-3.935337e-07	2.183707e-07	
22.129223	-1.847251e-06	6.792783e-06	-2.655378e-06	2.636631e-07	
22.130224	-1.836880e-06	1.654517e-05	-1.904050e-06	-3.008739e-06	
22.131225	-4.303773e-06	3.311223e-05	1.702940e-06	-2.754520e-06	
22.132226	-3.075079e-06	4.939704e-05	1.799843e-06	-2.138790e-06	
22.133227	2.235979e-06	2.280929e-05	-1.179945e-06	-1.549717e-06	
22.134228	9.623854e-07	-1.296039e-05	-1.707355e-06	2.472596e-06	
22.135229	-4.130556e-06	-9.212821e-06	-3.372189e-06	2.098574e-06	
22.136230	1.299669e-06	5.089511e-07	-6.619113e-06	-5.115964e-07	
22.137230	5.377665e-06	-3.392697e-06	-4.912614e-06	3.751311e-06	
22.138231	4.647164e-06	-2.384046e-05	-5.445106e-06	8.698261e-06	
22.139232	3.948511e-06	-3.616107e-05	-6.110978e-06	6.649079e-06	
22.140233	-4.245367e-06	5.921981e-06	-6.499973e-08	-5.730107e-06	
22.141234	-7.962060e-06	4.165969e-05	1.944469e-06	-9.745980e-06	
22.142235	-4.284353e-06	-1.366253e-05	-5.366534e-07	2.505807e-06	
22.143236	-1.060608e-06	-8.425013e-05	-2.562985e-06	-1.440801e-06	
22.144236	3.398007e-06	-7.261867e-05	-4.646181e-07	-1.093003e-05	
22.145237	3.966322e-06	-2.383754e-05	6.071973e-06	1.055780e-06	
22.146238	3.105251e-06	2.027967e-05	4.696557e-06	7.212763e-06	
22.147239	8.255866e-07	3.799551e-05	1.443213e-06	4.150561e-07	
22.148240	-5.218576e-06	1.368438e-05	5.566443e-06	5.595239e-06	
22.149241	-2.023477e-06	-2.984989e-06	8.812546e-06	1.076451e-05	
22.150242	4.202611e-06	1.437592e-06	1.008047e-05	3.564951e-06	
22.151242	2.929498e-06	4.154937e-05	6.862688e-06	-9.553452e-07	
22.152243	5.754899e-06	6.003129e-05	1.466418e-06	-2.105289e-05	
22.153244	9.499996e-06	4.976780e-06	2.603163e-06	-4.635895e-05	
22.154245	5.771226e-06	-1.234137e-05	3.102121e-06	-2.679841e-05	
22.155246	-7.418089e-06	-4.228888e-05	2.058486e-06	-1.486753e-06	
22.156247	-2.499784e-05	-7.149443e-05	1.247124e-06	-7.568577e-06	
22.157248	-2.224395e-05	2.010852e-05	-5.645696e-06	-3.890369e-06	
22.158248	-5.821959e-06	1.111745e-06	-8.248141e-06	3.455499e-06	
22.159249	2.966712e-06	-1.035940e-04	-3.882571e-06	4.506564e-06	
22.160250	1.198211e-05	-4.225297e-05	-6.574470e-06	3.772477e-05	
22.161251	1.358983e-05	-1.407268e-05	-1.106879e-05	6.200203e-05	
22.162252	5.112155e-06	-5.567359e-05	-8.005662e-06	3.048875e-05	
22.163253	2.988480e-06	-4.193008e-06	-3.323297e-06	2.336889e-06	
22.164254	1.031778e-06	3.552654e-05	-1.518102e-06	2.599741e-06	
22.165255	-5.253836e-06	6.680676e-05	-2.310720e-06	8.108808e-06	
22.166255	-4.977308e-06	9.994803e-05	7.071989e-08	2.781669e-05	
22.167256	1.047491e-06	3.435201e-05	6.432951e-06	4.311536e-05	
22.168257	1.625042e-06	-1.903366e-05	4.960909e-06	2.110914e-05	
22.169258	-2.934892e-06	1.982763e-05	-7.361317e-07	-1.074729e-05	
22.170259	-5.965885e-07	3.208376e-05	-1.983834e-06	-1.942852e-05	
22.171260	7.950713e-06	-1.382372e-06	-1.692568e-06	-6.580607e-06	
22.172261	7.044395e-06	-5.516727e-06	-3.273868e-07	1.638415e-05	
22.173261	-2.271655e-06	1.052404e-05	-1.906962e-06	4.888331e-06	
22.174262	-2.807092e-06	1.542271e-05	-2.504924e-06	-4.311297e-05	
22.175263	1.879887e-06	2.155625e-05	1.879590e-06	-7.032573e-05	
22.176264	2.774865e-06	3.295465e-05	2.184785e-06	-8.233989e-05	
22.177265	2.951023e-06	1.311148e-05	1.416094e-06	-7.961837e-05	
22.178266	1.812596e-06	-4.044219e-05	3.299685e-06	-3.934940e-05	
22.179267	-2.521374e-06	-7.195143e-05	3.746062e-06	-1.050021e-05	
22.180267	-1.381083e-05	-2.200000e-05	2.784206e-06	-1.504995e-05	
22.181268	-2.234570e-05	8.000874e-05	1.603438e-06	-7.733146e-06	
22.182269	-1.487766e-05	7.215865e-05	2.501200e-06	1.747167e-05	
22.183270	-2.416883e-06	-4.882596e-05	3.218771e-06	2.219118e-05	
22.184271	7.170694e-06	-8.793154e-05	1.943336e-06	1.006820e-05	
22.185272	1.233488e-05	-1.607454e-05	2.536008e-06	1.894112e-05	
22.186273	9.887007e-06	3.382687e-05	1.713377e-06	3.656104e-05	
22.187274	5.497674e-06	3.472416e-06	-2.108560e-06	4.033364e-05	
22.188274	-8.856201e-07	-4.726181e-05	4.487272e-07	3.474983e-05	
22.189275	-6.632565e-06	-7.341913e-05	5.339444e-06	2.749289e-05	
22.190276	-4.968526e-06	-6.060440e-05	2.357600e-06	3.730304e-05	
22.191277	-5.175120e-06	-2.451303e-05	-4.337280e-07	5.033170e-05	
22.192278	-1.085281e-05	-1.524847e-05	-8.171403e-07	4.719939e-05	
22.193279	-1.132873e-05	4.909266e-05	-2.903723e-06	3.450094e-05	
22.194280	-2.877706e-06	1.433661e-04	-2.616639e-06	9.918478e-06	
22.195280	1.021697e-05	9.307271e-05	-4.249860e-06	5.340540e-06	
22.196281	1.989792e-05	1.143822e-05	-7.676665e-06	1.627816e-05	
22.197282	2.011296e-05	1.509653e-05	-5.909213e-06	-1.397198e-05	
22.198283	1.584151e-05	1.011300e-05	-2.833571e-06	-6.058070e-05	
22.199284	1.258222e-05	1.833752e-06	-6.098707e-07	-7.358511e-05	
22.200285	8.775942e-06	1.682166e-06	2.101925e-06	-4.346426e-05	
22.201286	5.873833e-06	-5.109448e-06	2.281465e-06	2.552118e-07	
